제목,등록일,연도,출처,최신판,판수,URL,URL2,계열키
[지침]기관생물안전위원회 구성운영지침(2013),2014.05.30,2013,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227413/artclView.do,,기관생물안전위원회구성운영지침
2013년도 장기이식관리 업무안내입니다.,2014.03.26,2013,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227405/artclView.do,,장기이식관리업무입니다
감염병의 진단기준 고시(2013-140호),2014.03.19,2013,KDCA게시판,,2,https://www.kdca.go.kr/bbs/kdca/55/227403/artclView.do,,감염병의진단기준고시
2013년 성매개감염병 관리지침,2013.10.15,2013,KDCA게시판+감염병포털,,12,https://www.kdca.go.kr/bbs/kdca/55/227390/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180711945006398&q_clsfNo=0,성매개감염병관리지침
HIV 수직감염 예방약제 보관 및 사용관련 지침,2013.09.12,2013,KDCA게시판,,2,https://www.kdca.go.kr/bbs/kdca/55/227389/artclView.do,,HIV수직감염예방약제보관사용관련지침
2013년 결핵검사지침,2013.08.09,2013,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227388/artclView.do,,결핵검사지침
2013년 검역업무지침,2013.08.01,2013,KDCA게시판,,9,https://www.kdca.go.kr/bbs/kdca/55/227387/artclView.do,,검역업무지침
2013 HIV/AIDS 관리지침,2013.07.16,2013,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227386/artclView.do,,2013HIV/AIDS관리지침
중증열성혈소판감소증후군(SFTS) 진단신고기준 개정(7.1시행),2013.07.09,2013,KDCA게시판+감염병포털,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227385/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180711951619773&q_clsfNo=0,중증열성혈소판감소증후군진단신고기준
2013 말라리아 관리 지침,2013.06.27,2013,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227384/artclView.do,,2013말라리아관리지침
예방접종 대상 감염병의 역학과 관리 2013년 수정판,2013.06.19,2013,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227383/artclView.do,,예방접종대상감염병의역학과관리수정판
질병관리본부 예규집(201306),2013.06.12,2013,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227382/artclView.do,,질병관리본부예규집
조류인플루엔자 A(H7N9) 인체감염증 예방 및 관리지침,2013.05.07,2013,KDCA게시판+감염병포털,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227381/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180711670085928&q_clsfNo=0,조류인플루엔자A인체감염증예방관리지침
2013년 학교 결핵관리지침,2013.04.22,2013,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227380/artclView.do,,학교결핵관리지침
2013년 감염병관리사업지침,2013.04.10,2013,KDCA게시판+감염병포털,,11,https://www.kdca.go.kr/bbs/kdca/55/227379/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180709072743186&q_clsfNo=0,감염병관리사업지침
[연구기획] 학술연구용역과제 관리지침 일부 정정 통보,2013.03.14,2013,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227378/artclView.do,,학술연구용역과제관리지침일부정정통보
2013년 국가결핵관리지침,2013.03.13,2013,KDCA게시판,,7,https://www.kdca.go.kr/bbs/kdca/55/227377/artclView.do,,국가결핵관리지침
2013년 수인성식품매개질환 역학조사 지침,2013.03.06,2013,KDCA게시판,,6,https://www.kdca.go.kr/bbs/kdca/55/227376/artclView.do,,수인성식품매개질환역학조사지침
법정감염병 진단신고기준(Handbook),2013.01.29,2013,KDCA게시판,,7,https://www.kdca.go.kr/bbs/kdca/55/227374/artclView.do,,법정감염병진단신고기준
의료기관 혈액관리업무 즉시보고 및 정기보고 시행지침,2013.01.07,2013,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227373/artclView.do,,의료기관혈액관리업무즉시보고정기보고시행지침
유전자재조합실험 지침,2013.01.07,2013,KDCA게시판,,5,https://www.kdca.go.kr/bbs/kdca/55/227372/artclView.do,,유전자재조합실험지침
2012년 인플루엔자 표본감시 안내,2018.08.22,2012,감염병포털,Y,1,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180822414831511&q_clsfNo=0,,인플루엔자표본감시
2012년 CJD 관리지침,2018.07.11,2012,감염병포털,Y,2,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180711917281039&q_clsfNo=0,,CJD관리지침
2012년 레지오넬라 지침,2018.07.10,2012,감염병포털,Y,1,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710893052948&q_clsfNo=0,,레지오넬라지침
2012년 법정감염병 진단·신고 기준,2018.07.10,2012,감염병포털,,7,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710645276381&q_clsfNo=0,,법정감염병진단신고기준
2012년 브루셀라증 예방관리지침,2018.07.10,2012,감염병포털,Y,3,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710551560225&q_clsfNo=0,,브루셀라증예방관리지침
2012년 유전자재조합실험지침,2018.07.10,2012,감염병포털,,5,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710349712510&q_clsfNo=0,,유전자재조합실험지침
2012년 주요 감염병 매개 모기 방제 관리지침,2014.01.06,2012,KDCA게시판,,3,https://www.kdca.go.kr/bbs/kdca/55/227397/artclView.do,,주요감염병매개모기방제관리지침
2012-2013 인플루엔자 표본감시 안내,2013.02.01,2012,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227375/artclView.do,,20122013인플루엔자표본감시
국가승인이 필요한 유전자변형생물체 개발 및 실험제도 안내(2012),2013.01.07,2012,KDCA게시판+감염병포털,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227371/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710099741829&q_clsfNo=0,국가승인이필요한유전자변형생물체개발실험제도
알기 쉬운 고위험병원체 안전관리(2012),2013.01.07,2012,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227370/artclView.do,,알기쉬운고위험병원체안전관리
성인 예방접종 가이드,2012.12.03,2012,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227362/artclView.do,,성인예방접종가이드
의료관련감염병 표본감시 안내지침,2012.11.29,2012,KDCA게시판+감염병포털,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227361/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710127068352&q_clsfNo=0,의료관련감염병표본감시지침
「2012 법정감염병 진단·신고 기준」지침,2012.11.16,2012,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227360/artclView.do,,2012법정감염병진단신고기준지침
2012 브루셀라증 예방관리 지침,2012.10.25,2012,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227359/artclView.do,,2012브루셀라증예방관리지침
다제내성균 관리지침,2012.10.24,2012,KDCA게시판+감염병포털,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227358/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710923235405&q_clsfNo=0,다제내성균관리지침
라임병 관리 지침,2012.10.10,2012,KDCA게시판+감염병포털,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227357/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710511145542&q_clsfNo=0,라임병관리지침
2012년도 결핵 관련 지침(타 부처 관련),2012.09.28,2012,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227356/artclView.do,,결핵관련지침
2012년도 민간공공협력결핵관리사업 지침,2012.09.28,2012,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227355/artclView.do,,민간공공협력결핵관리사업지침
2012년 결핵 역학조사관리지침,2012.09.28,2012,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227354/artclView.do,,결핵역학조사관리지침
2012년도 국가결핵관리지침,2012.09.28,2012,KDCA게시판,,7,https://www.kdca.go.kr/bbs/kdca/55/227353/artclView.do,,국가결핵관리지침
2012년 CJD(크로이츠펠트) 및 vCJD(변종크로이츠펠트) 관리지침,2012.09.18,2012,KDCA게시판,Y,2,https://www.kdca.go.kr/bbs/kdca/55/227352/artclView.do,,CJDvCJD관리지침
2012년 수인성·식품매개질환 역학조사 지침,2012.05.18,2012,KDCA게시판,,6,https://www.kdca.go.kr/bbs/kdca/55/227351/artclView.do,,수인성식품매개질환역학조사지침
2012년 국가감염병매개체방제관리지침 및 방제 가이드,2012.04.27,2012,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227350/artclView.do,,국가감염병매개체방제관리지침방제가이드
2012년 레지오넬라증 관리 지침,2012.04.09,2012,KDCA게시판,,8,https://www.kdca.go.kr/bbs/kdca/55/227349/artclView.do,,레지오넬라증관리지침
2012년 가을철 발열성질환 관리 지침,2012.04.03,2012,KDCA게시판,Y,2,https://www.kdca.go.kr/bbs/kdca/55/227348/artclView.do,,가을철발열성질환관리지침
2012년 말라리아 관리 지침,2012.04.03,2012,KDCA게시판+감염병포털,,24,https://www.kdca.go.kr/bbs/kdca/55/227347/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710531314940&q_clsfNo=0,말라리아관리지침
제5차 퇴원손상심층조사 자료이용 지침서,2012.03.28,2012,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227346/artclView.do,,제5차퇴원손상심층조사자료이용지침서
2012년 성매개감염병 관리지침,2012.03.26,2012,KDCA게시판+감염병포털,,12,https://www.kdca.go.kr/bbs/kdca/55/227345/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180822262582329&q_clsfNo=0,성매개감염병관리지침
2012 HIV/AIDS 관리지침,2012.03.26,2012,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227344/artclView.do,,2012HIV/AIDS관리지침
2012 검역업무지침,2012.03.19,2012,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227343/artclView.do,,2012검역업무지침
카바페넴내성 장내세균속 감염관리지침,2012.03.15,2012,KDCA게시판+감염병포털,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227342/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710353095722&q_clsfNo=0,카바페넴내성장내세균속감염관리지침
2012년 감염병 관리 사업 지침,2012.03.15,2012,KDCA게시판,,11,https://www.kdca.go.kr/bbs/kdca/55/227341/artclView.do,,감염병관리사업지침
2011년 성매개감염 진료지침,2018.08.22,2011,감염병포털,,2,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180822561232125&q_clsfNo=0,,성매개감염진료지침
"2011년 감염병 감시,보고 지침",2018.08.22,2011,감염병포털,Y,1,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180822135026460&q_clsfNo=0,,감염병감시보고지침
2011년 기생충감염증 표본감시 안내지침,2018.07.10,2011,감염병포털,Y,1,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710882599846&q_clsfNo=0,,기생충감염증표본감시지침
2011년 수족구병,2018.07.10,2011,감염병포털,Y,1,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710875181666&q_clsfNo=0,,수족구병
2011년 법정감염병 진단.신고기준,2018.07.10,2011,감염병포털,,7,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710874818717&q_clsfNo=0,,법정감염병진단신고기준
2011년 가을철 발열성질환 관리지침,2018.07.10,2011,감염병포털,,2,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710842315473&q_clsfNo=0,,가을철발열성질환관리지침
2011년 인플루엔자 표본감시지침,2018.07.10,2011,감염병포털,Y,3,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710840614344&q_clsfNo=0,,인플루엔자표본감시지침
2011년 의료관련감염표본감시침,2018.07.10,2011,감염병포털,Y,1,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710384393603&q_clsfNo=0,,의료관련감염표본감시침
2011년 엔테로바이러스감염증 표본감시 안내지침,2018.07.10,2011,감염병포털,,2,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710326930654&q_clsfNo=0,,엔테로바이러스감염증표본감시지침
2011년 장관감염증 표본감시지침,2018.07.10,2011,감염병포털,,2,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710275194671&q_clsfNo=0,,장관감염증표본감시지침
2011년 조류인플루엔자 인체감염 예방 및 관리지침,2018.07.10,2011,감염병포털,,5,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710048942122&q_clsfNo=0,,조류인플루엔자인체감염예방관리지침
고위험병원체 취급 및 보존 안전관리 가이드(2011),2013.01.07,2011,KDCA게시판+감염병포털,,3,https://www.kdca.go.kr/bbs/kdca/55/227365/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710934020583&q_clsfNo=0,고위험병원체취급보존안전관리가이드
2011-2012절기 인플루엔자 표본감시 안내,2012.01.04,2011,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227340/artclView.do,,20112012절기인플루엔자표본감시
2011 조류인플루엔자 인체감염 예방 및 관리지침,2011.12.26,2011,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227339/artclView.do,,2011조류인플루엔자인체감염예방관리지침
2011 예방접종 대상 감염병의 역학과 관리,2011.12.20,2011,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227338/artclView.do,,2011예방접종대상감염병의역학과관리
2011 의료관련감염 표본감시 안내 지침,2011.08.22,2011,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227337/artclView.do,,2011의료관련감염표본감시지침
성매개감염 진료지침_전문,2011.08.08,2011,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227336/artclView.do,,성매개감염진료지침전문
2011년 주요 감염병 매개 모기 방제 관리지침,2011.06.23,2011,KDCA게시판,,3,https://www.kdca.go.kr/bbs/kdca/55/227335/artclView.do,,주요감염병매개모기방제관리지침
2011년 HIV/AIDS 관리지침,2011.06.14,2011,KDCA게시판,,14,https://www.kdca.go.kr/bbs/kdca/55/227334/artclView.do,,HIV/AIDS관리지침
제1차~제3차 퇴원손상심층조사 자료이용 지침,2011.06.08,2011,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227333/artclView.do,https://www.kdca.go.kr/bbs/kdca/55/227332/artclView.do,제1차~제3차퇴원손상심층조사자료이용지침
2011 가을철 발열성 질환 관리 지침,2011.06.02,2011,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227330/artclView.do,,2011가을철발열성질환관리지침
2011 감염병 감시 및 보고지침,2011.05.31,2011,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227329/artclView.do,,2011감염병감시보고지침
2011년 말라리아 관리지침,2011.05.25,2011,KDCA게시판,,24,https://www.kdca.go.kr/bbs/kdca/55/227328/artclView.do,,말라리아관리지침
제4차 퇴원손상심층조사 자료이용 지침,2011.05.20,2011,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227327/artclView.do,,제4차퇴원손상심층조사자료이용지침
2011년 예방접종 대상 감염병 사업관리 지침,2011.05.03,2011,KDCA게시판,,2,https://www.kdca.go.kr/bbs/kdca/55/227326/artclView.do,,예방접종대상감염병사업관리지침
성매개감염 진료지침 요약본_2011(ver1),2011.04.29,2011,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227325/artclView.do,,성매개감염진료지침요약본2011
2011년 수인성·식품매개질환 역학조사 지침,2011.04.26,2011,KDCA게시판,,6,https://www.kdca.go.kr/bbs/kdca/55/227324/artclView.do,,수인성식품매개질환역학조사지침
2011년 결핵환자 의료비 지원사업 지침,2011.04.07,2011,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227323/artclView.do,,결핵환자의료비지원사업지침
2011년 감염병관리 사업지침,2011.03.24,2011,KDCA게시판+감염병포털,,11,https://www.kdca.go.kr/bbs/kdca/55/227322/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180709930491515&q_clsfNo=0,감염병관리사업지침
2011 검역 업무 지침입니다.,2011.03.22,2011,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227321/artclView.do,,2011검역업무지침입니다
2011년 성매개감염병 관리지침,2011.03.16,2011,KDCA게시판,,12,https://www.kdca.go.kr/bbs/kdca/55/227320/artclView.do,,성매개감염병관리지침
2011년 학술 및 전산용역사업 편람,2011.02.08,2011,KDCA게시판,Y,5,https://www.kdca.go.kr/bbs/kdca/55/227319/artclView.do,,학술전산용역사업편람
질병관리본부 연구윤리심의위원회 표준운영지침서,2011.02.08,2011,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227318/artclView.do,,질병관리본부연구윤리심의위원회표준운영지침서
배아연구계획 승인신청 안내서,2011.02.07,2011,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227317/artclView.do,,배아연구계획승인신청서
2011 엔테로바이러스감염증 표본감시 안내지침,2011.01.27,2011,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227316/artclView.do,,2011엔테로바이러스감염증표본감시지침
2011 장관감염증 표본감시 안내지침,2011.01.27,2011,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227315/artclView.do,,2011장관감염증표본감시지침
2011 해외유입기생충감염증 표본감시 안내지침,2011.01.27,2011,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227314/artclView.do,,2011해외유입기생충감염증표본감시지침
2011 의료관련감염증 표본감시 안내지침,2011.01.27,2011,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227313/artclView.do,,2011의료관련감염증표본감시지침
2011 성매개감염병 표본감시 안내지침,2011.01.27,2011,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227312/artclView.do,,2011성매개감염병표본감시지침
2011 수족구병 표본감시 안내지침,2011.01.27,2011,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227311/artclView.do,,2011수족구병표본감시지침
2011 C형간염 표본감시 안내지침,2011.01.27,2011,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227310/artclView.do,,2011C형간염표본감시지침
2011 기생충감염증 표본감시 안내지침,2011.01.27,2011,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227309/artclView.do,,2011기생충감염증표본감시지침
2011 법정감염병 진단.신고기준,2011.01.13,2011,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227308/artclView.do,,2011법정감염병진단신고기준
2010년 조류인플루엔자_인체감염예방 및_관리 지침,2018.07.10,2010,감염병포털,,5,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710545519746&q_clsfNo=0,,조류인플루엔자인체감염예방관리지침
2010년 인플루엔자 표본감시 안내지침,2018.07.10,2010,감염병포털,,3,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710093131609&q_clsfNo=0,,인플루엔자표본감시지침
생물안전 3등급 연구시설 검증기술서(2010),2013.01.07,2010,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227368/artclView.do,,생물안전3등급연구시설검증기술서
2010년 주요전염병 매개모기 방제관리지침,2011.01.11,2010,KDCA게시판+감염병포털,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227307/artclView.do,https://www.kdca.go.kr/bbs/kdca/55/227295/artclView.do,주요전염병매개모기방제관리지침
2010 조류인플루엔자 인체감염 예방 및 관리지침,2011.01.03,2010,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227306/artclView.do,,2010조류인플루엔자인체감염예방관리지침
'10년 생애전환기 건강진단 문진표 및 결과통보서(서식),2010.12.27,2010,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227305/artclView.do,,'10년생애전환기건강진단문진표결과통보서
2010년 HIV/AIDS 관리지침,2010.12.21,2010,KDCA게시판+감염병포털,,14,https://www.kdca.go.kr/bbs/kdca/55/227304/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20210930438874347&q_clsfNo=0,HIV/AIDS관리지침
2010년 성병관리지침,2010.12.21,2010,KDCA게시판+감염병포털,Y,9,https://www.kdca.go.kr/bbs/kdca/55/227303/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710663009265&q_clsfNo=0,성병관리지침
아토피·천식 안심학교 운영안내서,2010.10.05,2010,KDCA게시판,,7,https://www.kdca.go.kr/bbs/kdca/55/227302/artclView.do,,아토피천식안심학교운영서
2010 인플루엔자 표본감시 지침 및 신고방법안내,2010.07.28,2010,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227300/artclView.do,,2010인플루엔자표본감시지침신고방법
수족구병 표본감시 안내,2010.06.14,2010,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227298/artclView.do,,수족구병표본감시
2010년 에이즈관련 민간단체사업 관리지침,2010.06.14,2010,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227297/artclView.do,,에이즈관련민간단체사업관리지침
2010년 전염병관리사업 지침,2010.05.28,2010,KDCA게시판+감염병포털,Y,7,https://www.kdca.go.kr/bbs/kdca/55/227296/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710473453925&q_clsfNo=0,전염병관리사업지침
2010년 말라리아 관리지침,2010.04.26,2010,KDCA게시판+감염병포털,,24,https://www.kdca.go.kr/bbs/kdca/55/227294/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710268495396&q_clsfNo=0,말라리아관리지침
바이러스성간염 표본감시 지침,2010.02.19,2010,KDCA게시판,Y,2,https://www.kdca.go.kr/bbs/kdca/55/227293/artclView.do,,바이러스성간염표본감시지침
2010년 검역업무지침,2010.02.18,2010,KDCA게시판,,9,https://www.kdca.go.kr/bbs/kdca/55/227292/artclView.do,,검역업무지침
2010년 질병관리본부 학술 및 전산용역사업 편람,2010.01.19,2010,KDCA게시판,Y,2,https://www.kdca.go.kr/bbs/kdca/55/227290/artclView.do,,질병관리본부학술전산용역사업편람
2009년 전염병관리사업지침,2018.07.10,2009,감염병포털,,7,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710812373596&q_clsfNo=0,,전염병관리사업지침
2009년 바이러스성간염 표본감시 지침,2018.07.10,2009,감염병포털,,2,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710495627121&q_clsfNo=0,,바이러스성간염표본감시지침
2009년 CJD 및 vCJD 관리지침,2018.07.10,2009,감염병포털,,2,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710257781682&q_clsfNo=0,,CJDvCJD관리지침
2009년 인플루엔자 표본감시 안내지침,2018.07.10,2009,감염병포털,,3,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710050222649&q_clsfNo=0,,인플루엔자표본감시지침
2009 인플루엔자 표본감시 지침 및 신고방법안내,2010.06.15,2009,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227299/artclView.do,,2009인플루엔자표본감시지침신고방법
2009년 크로이츠펠트-야콥병 관리지침,2010.02.16,2009,KDCA게시판,,11,https://www.kdca.go.kr/bbs/kdca/55/227291/artclView.do,,크로이츠펠트야콥병관리지침
수인성식품매개질환 요약집,2009.12.29,2009,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227289/artclView.do,,수인성식품매개질환요약집
2009년 법정전염병진단및신고기준,2009.11.30,2009,KDCA게시판+감염병포털,Y,2,https://www.kdca.go.kr/bbs/kdca/55/227288/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710682264665&q_clsfNo=0,법정전염병진단신고기준
성병 표본감시 안내(의료기관용),2009.07.10,2009,KDCA게시판+감염병포털,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227287/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710913353180&q_clsfNo=0,성병표본감시
2009년 수인성식품매개질환 역학조사 지침 2차 개정판,2009.06.30,2009,KDCA게시판,,6,https://www.kdca.go.kr/bbs/kdca/55/227286/artclView.do,https://www.kdca.go.kr/bbs/kdca/55/227280/artclView.do,수인성식품매개질환역학조사지침
주요 전염병 매개 모기 관리 지침,2009.06.26,2009,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227285/artclView.do,,주요전염병매개모기관리지침
해외여행자를 위한 말라리아 예방지침,2009.04.23,2009,KDCA게시판,Y,2,https://www.kdca.go.kr/bbs/kdca/55/227284/artclView.do,,해외여행자를위한말라리아예방지침
2009 보건소 아토피·천식 예방관리 지침,2009.04.17,2009,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227283/artclView.do,,2009보건소아토피천식예방관리지침
2009년 VRSA/VISA 역학조사 지침,2009.04.14,2009,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227282/artclView.do,,VRSA/VISA역학조사지침
"살충, 살균, 구서를 위한 방역소독 지침",2009.03.31,2009,KDCA게시판,Y,2,https://www.kdca.go.kr/bbs/kdca/55/227281/artclView.do,,살충살균구서를위한방역소독지침
