연도,주차,기준일,급,감염병,금주신고수,연누계,5년주별평균,예년대비배수,열부분추출,출처호
2025,38,2025-09-20,2,장티푸스,1,24,1.0,1.0,,18-38
2025,38,2025-09-20,2,파라티푸스,0,13,1.0,0.0,,18-38
2025,38,2025-09-20,2,세균성이질,0,49,0.0,,,18-38
2025,38,2025-09-20,2,장출혈성대장균감염증,1,381,4.0,0.25,,18-38
2025,38,2025-09-20,2,A형간염,17,829,54.0,0.31,,18-38
2025,38,2025-09-20,2,백일해,25,5537,179.0,0.14,,18-38
2025,38,2025-09-20,2,유행성이하선염,83,5209,134.0,0.62,,18-38
2025,38,2025-09-20,2,풍진,0,0,0.0,,,18-38
2025,38,2025-09-20,2,수막구균 감염증,0,8,0.0,,,18-38
2025,38,2025-09-20,2,폐렴구균 감염증,4,327,5.0,0.8,,18-38
2025,38,2025-09-20,2,한센병,0,2,0.0,,,18-38
2025,38,2025-09-20,2,성홍열,157,9751,32.0,4.91,,18-38
2025,38,2025-09-20,2,반코마이신내성황색포도알균(VRSA) 감염증,0,2,0.0,,,18-38
2025,38,2025-09-20,2,카바페넴내성장내세균목(CRE) 감염증,1041,35823,654.0,1.59,,18-38
2025,38,2025-09-20,2,E형간염,12,617,,,,18-38
2025,38,2025-09-20,3,파상풍,0,17,1.0,0.0,,18-38
2025,38,2025-09-20,3,B형간염,4,185,7.0,0.57,,18-38
2025,38,2025-09-20,3,일본뇌염,0,0,1.0,0.0,,18-38
2025,38,2025-09-20,3,C형간염,64,4183,147.0,0.44,,18-38
2025,38,2025-09-20,3,말라리아,20,542,16.0,1.25,,18-38
2025,38,2025-09-20,3,레지오넬라증,4,387,10.0,0.4,,18-38
2025,38,2025-09-20,3,비브리오패혈증,0,30,4.0,0.0,,18-38
2025,38,2025-09-20,3,발진열,0,9,1.0,0.0,,18-38
2025,38,2025-09-20,3,쯔쯔가무시증,3,228,25.0,0.12,,18-38
2025,38,2025-09-20,3,렙토스피라증,2,32,2.0,1.0,,18-38
2025,38,2025-09-20,3,브루셀라증,0,5,0.0,,,18-38
2025,38,2025-09-20,3,신증후군출혈열,3,124,5.0,0.6,,18-38
2025,38,2025-09-20,3,후천성면역결핍증(AIDS),11,486,14.0,0.79,,18-38
2025,38,2025-09-20,3,크로이츠펠트-야콥병(CJD),0,44,1.0,0.0,,18-38
2025,38,2025-09-20,3,뎅기열,3,81,2.0,1.5,,18-38
2025,38,2025-09-20,3,큐열,1,51,1.0,1.0,,18-38
2025,38,2025-09-20,3,라임병,0,23,1.0,0.0,,18-38
2025,38,2025-09-20,3,유비저,0,4,0.0,,,18-38
2025,38,2025-09-20,3,치쿤구니야열,1,4,0.0,,,18-38
2025,38,2025-09-20,3,중증열성혈소판감소증후군(SFTS),1,179,7.0,0.14,,18-38
2025,38,2025-09-20,3,지카바이러스감염증,0,3,0.0,,,18-38
2025,38,2025-09-20,3,엠폭스(원숭이두창),2,16,,,,18-38
2025,38,2025-09-20,3,매독,26,1641,,,,18-38
2025,38,2025-09-20,3,매독(1기),6,547,,,,18-38
2025,38,2025-09-20,3,매독(2기),7,335,,,,18-38
2025,38,2025-09-20,3,매독(3기),1,42,,,,18-38
2025,38,2025-09-20,3,매독(선천성),0,10,,,,18-38
2025,38,2025-09-20,3,매독(잠복),12,707,,,,18-38
2025,47,2025-11-22,2,결핵,398,15765,378.0,1.05,,18-46
2025,47,2025-11-22,2,수두,279,26134,583.0,0.48,,18-46
2025,47,2025-11-22,2,홍역,0,77,0.0,,,18-46
2025,47,2025-11-22,2,콜레라,0,0,0.0,,,18-46
2025,47,2025-11-22,2,장티푸스,0,26,1.0,0.0,,18-46
2025,47,2025-11-22,2,파라티푸스,0,21,0.0,,,18-46
2025,47,2025-11-22,2,세균성이질,0,58,0.0,,,18-46
2025,47,2025-11-22,2,장출혈성대장균감염증,2,471,3.0,0.67,,18-46
2025,47,2025-11-22,2,A형간염,20,995,54.0,0.37,,18-46
2025,47,2025-11-22,2,백일해,33,5781,470.0,0.07,,18-46
2025,47,2025-11-22,2,유행성이하선염,70,6042,152.0,0.46,,18-46
2025,47,2025-11-22,2,풍진,0,0,0.0,,,18-46
2025,47,2025-11-22,2,수막구균 감염증,0,9,0.0,,,18-46
2025,47,2025-11-22,2,폐렴구균 감염증,10,379,7.0,1.43,,18-46
2025,47,2025-11-22,2,한센병,0,2,0.0,,,18-46
2025,47,2025-11-22,2,성홍열,143,11409,46.0,3.11,,18-46
2025,47,2025-11-22,2,반코마이신내성황색포도알균(VRSA) 감염증,0,2,0.0,,,18-46
2025,47,2025-11-22,2,카바페넴내성장내세균목(CRE) 감염증,776,44287,589.0,1.32,,18-46
2025,47,2025-11-22,2,E형간염,18,787,,,,18-46
2025,47,2025-11-22,3,파상풍,1,25,1.0,1.0,,18-46
2025,47,2025-11-22,3,B형간염,2,219,6.0,0.33,,18-46
2025,47,2025-11-22,3,일본뇌염,0,3,0.0,,,18-46
2025,47,2025-11-22,3,C형간염,90,5080,157.0,0.57,,18-46
2025,47,2025-11-22,3,말라리아,0,595,2.0,0.0,,18-46
2025,47,2025-11-22,3,레지오넬라증,6,510,7.0,0.86,,18-46
2025,47,2025-11-22,3,비브리오패혈증,0,63,0.0,,,18-46
2025,47,2025-11-22,3,발진열,0,10,1.0,0.0,,18-46
2025,47,2025-11-22,3,쯔쯔가무시증,443,2026,672.0,0.66,,18-46
2025,47,2025-11-22,3,렙토스피라증,2,48,5.0,0.4,,18-46
2025,47,2025-11-22,3,브루셀라증,0,5,0.0,,,18-46
2025,47,2025-11-22,3,신증후군출혈열,4,187,18.0,0.22,,18-46
2025,47,2025-11-22,3,후천성면역결핍증(AIDS),15,589,16.0,0.94,,18-46
2025,47,2025-11-22,3,크로이츠펠트-야콥병(CJD),0,58,1.0,0.0,,18-46
2025,47,2025-11-22,3,뎅기열,0,97,3.0,0.0,,18-46
2025,47,2025-11-22,3,큐열,0,58,1.0,0.0,,18-46
2025,47,2025-11-22,3,라임병,0,37,1.0,0.0,,18-46
2025,47,2025-11-22,3,유비저,0,4,0.0,,,18-46
2025,47,2025-11-22,3,치쿤구니야열,0,8,0.0,,,18-46
2025,47,2025-11-22,3,중증열성혈소판감소증후군(SFTS),1,262,1.0,1.0,,18-46
2025,47,2025-11-22,3,지카바이러스감염증,0,3,0.0,,,18-46
2025,47,2025-11-22,3,엠폭스(원숭이두창),1,26,,,,18-46
2025,47,2025-11-22,3,매독,30,1986,,,,18-46
2025,47,2025-11-22,3,매독(1기),8,650,,,,18-46
2025,47,2025-11-22,3,매독(2기),6,406,,,,18-46
2025,47,2025-11-22,3,매독(3기),0,52,,,,18-46
2025,47,2025-11-22,3,매독(선천성),2,12,,,,18-46
2025,47,2025-11-22,3,매독(잠복),14,866,,,,18-46
2025,51,2025-12-20,2,결핵,345,16972,375.0,0.92,,18-50
2025,51,2025-12-20,2,수두,589,29118,582.0,1.01,,18-50
2025,51,2025-12-20,2,홍역,0,78,0.0,,,18-50
2025,51,2025-12-20,2,콜레라,0,0,0.0,,,18-50
2025,51,2025-12-20,2,장티푸스,0,31,1.0,0.0,,18-50
2025,51,2025-12-20,2,파라티푸스,0,20,0.0,,,18-50
2025,51,2025-12-20,2,세균성이질,0,61,0.0,,,18-50
2025,51,2025-12-20,2,장출혈성대장균감염증,0,514,1.0,0.0,,18-50
2025,51,2025-12-20,2,A형간염,10,1071,48.0,0.21,,18-50
2025,51,2025-12-20,2,백일해,17,5868,318.0,0.05,,18-50
2025,51,2025-12-20,2,유행성이하선염,104,6619,121.0,0.86,,18-50
2025,51,2025-12-20,2,풍진,0,0,0.0,,,18-50
2025,51,2025-12-20,2,수막구균 감염증,0,10,0.0,,,18-50
2025,51,2025-12-20,2,폐렴구균 감염증,12,423,8.0,1.5,,18-50
2025,51,2025-12-20,2,한센병,0,3,0.0,,,18-50
2025,51,2025-12-20,2,성홍열,223,12469,50.0,4.46,,18-50
2025,51,2025-12-20,2,반코마이신내성황색포도알균(VRSA) 감염증,0,2,0.0,,,18-50
2025,51,2025-12-20,2,카바페넴내성장내세균목(CRE) 감염증,715,47613,552.0,1.3,,18-50
2025,51,2025-12-20,2,E형간염,2,869,,,,18-50
2025,51,2025-12-20,3,파상풍,0,26,0.0,,,18-50
2025,51,2025-12-20,3,B형간염,1,230,6.0,0.17,,18-50
2025,51,2025-12-20,3,일본뇌염,0,7,0.0,,,18-50
2025,51,2025-12-20,3,C형간염,32,5410,150.0,0.21,,18-50
2025,51,2025-12-20,3,말라리아,0,598,2.0,0.0,,18-50
2025,51,2025-12-20,3,레지오넬라증,2,561,7.0,0.29,,18-50
2025,51,2025-12-20,3,비브리오패혈증,0,64,0.0,,,18-50
2025,51,2025-12-20,3,발진열,0,11,0.0,,,18-50
2025,51,2025-12-20,3,쯔쯔가무시증,32,3245,129.0,0.25,,18-50
2025,51,2025-12-20,3,렙토스피라증,0,55,2.0,0.0,,18-50
2025,51,2025-12-20,3,브루셀라증,0,5,0.0,,,18-50
2025,51,2025-12-20,3,신증후군출혈열,2,232,8.0,0.25,,18-50
2025,51,2025-12-20,3,후천성면역결핍증(AIDS),5,640,17.0,0.29,,18-50
2025,51,2025-12-20,3,크로이츠펠트-야콥병(CJD),0,64,1.0,0.0,,18-50
2025,51,2025-12-20,3,뎅기열,0,106,2.0,0.0,,18-50
2025,51,2025-12-20,3,큐열,0,65,1.0,0.0,,18-50
2025,51,2025-12-20,3,라임병,0,43,0.0,,,18-50
2025,51,2025-12-20,3,유비저,1,5,0.0,,,18-50
2025,51,2025-12-20,3,치쿤구니야열,0,9,0.0,,,18-50
2025,51,2025-12-20,3,중증열성혈소판감소증후군(SFTS),0,273,0.0,,,18-50
2025,51,2025-12-20,3,지카바이러스감염증,0,3,0.0,,,18-50
2025,51,2025-12-20,3,엠폭스(원숭이두창),0,27,,,,18-50
2025,51,2025-12-20,3,매독,21,2124,,,,18-50
2025,51,2025-12-20,3,매독(1기),3,692,,,,18-50
2025,51,2025-12-20,3,매독(2기),4,428,,,,18-50
2025,51,2025-12-20,3,매독(3기),0,53,,,,18-50
2025,51,2025-12-20,3,매독(선천성),1,14,,,,18-50
2025,51,2025-12-20,3,매독(잠복),13,937,,,,18-50
2026,2,2026-01-10,2,결핵,473,810,435.0,1.09,,19-2
2026,2,2026-01-10,2,수두,577,1289,481.0,1.2,,19-2
2026,2,2026-01-10,2,홍역,0,0,0.0,,,19-2
2026,2,2026-01-10,2,콜레라,0,0,0.0,,,19-2
2026,2,2026-01-10,2,장티푸스,0,0,1.0,0.0,,19-2
2026,2,2026-01-10,2,파라티푸스,0,1,0.0,,,19-2
2026,2,2026-01-10,2,세균성이질,0,0,1.0,0.0,,19-2
2026,2,2026-01-10,2,장출혈성대장균감염증,0,0,1.0,0.0,,19-2
2026,2,2026-01-10,2,A형간염,15,35,45.0,0.33,,19-2
2026,2,2026-01-10,2,백일해,9,19,162.0,0.06,,19-2
2026,2,2026-01-10,2,유행성이하선염,73,167,119.0,0.61,,19-2
2026,2,2026-01-10,2,풍진,0,0,0.0,,,19-2
2026,2,2026-01-10,2,수막구균 감염증,0,0,0.0,,,19-2
2026,2,2026-01-10,2,폐렴구균 감염증,6,12,11.0,0.55,,19-2
2026,2,2026-01-10,2,한센병,0,0,0.0,,,19-2
2026,2,2026-01-10,2,성홍열,165,459,46.0,3.59,,19-2
2026,2,2026-01-10,2,반코마이신내성황색포도알균(VRSA) 감염증,0,0,0.0,,,19-2
2026,2,2026-01-10,2,카바페넴내성장내세균목(CRE) 감염증,1155,2004,659.0,1.75,,19-2
2026,2,2026-01-10,2,E형간염,10,22,10.0,1.0,,19-2
2026,2,2026-01-10,3,파상풍,0,0,1.0,0.0,,19-2
2026,2,2026-01-10,3,B형간염,2,4,6.0,0.33,,19-2
2026,2,2026-01-10,3,일본뇌염,0,0,0.0,,,19-2
2026,2,2026-01-10,3,C형간염,50,143,156.0,0.32,,19-2
2026,2,2026-01-10,3,말라리아,0,0,1.0,0.0,,19-2
2026,2,2026-01-10,3,레지오넬라증,11,25,7.0,1.57,,19-2
2026,2,2026-01-10,3,비브리오패혈증,0,0,0.0,,,19-2
2026,2,2026-01-10,3,발진열,0,0,0.0,,,19-2
2026,2,2026-01-10,3,쯔쯔가무시증,5,15,25.0,0.2,,19-2
2026,2,2026-01-10,3,렙토스피라증,1,1,1.0,1.0,,19-2
2026,2,2026-01-10,3,브루셀라증,0,0,0.0,,,19-2
2026,2,2026-01-10,3,신증후군출혈열,0,3,5.0,0.0,,19-2
2026,2,2026-01-10,3,후천성면역결핍증(AIDS),12,12,8.0,1.5,,19-2
2026,2,2026-01-10,3,크로이츠펠트-야콥병(CJD),0,1,1.0,0.0,,19-2
2026,2,2026-01-10,3,뎅기열,1,2,1.0,1.0,,19-2
2026,2,2026-01-10,3,큐열,0,0,0.0,,,19-2
2026,2,2026-01-10,3,라임병,0,1,0.0,,,19-2
2026,2,2026-01-10,3,유비저,0,0,0.0,,,19-2
2026,2,2026-01-10,3,치쿤구니야열,0,0,0.0,,,19-2
2026,2,2026-01-10,3,중증열성혈소판감소증후군(SFTS),0,0,0.0,,,19-2
2026,2,2026-01-10,3,지카바이러스감염증,0,0,0.0,,,19-2
2026,2,2026-01-10,3,엠폭스(원숭이두창),0,0,,,,19-2
2026,2,2026-01-10,3,매독,36,45,,,,19-2
2026,2,2026-01-10,3,매독(1기),16,21,,,,19-2
2026,2,2026-01-10,3,매독(2기),6,7,,,,19-2
2026,2,2026-01-10,3,매독(3기),0,0,,,,19-2
2026,2,2026-01-10,3,매독(선천성),0,0,,,,19-2
2026,2,2026-01-10,3,매독(잠복),14,17,,,,19-2
2026,6,2026-02-07,2,결핵,351,2393,353.0,0.99,,19-6
2026,6,2026-02-07,2,수두,351,3307,367.0,0.96,,19-6
2026,6,2026-02-07,2,홍역,0,0,0.0,,,19-6
2026,6,2026-02-07,2,콜레라,0,0,0.0,,,19-6
2026,6,2026-02-07,2,장티푸스,0,1,1.0,0.0,,19-6
2026,6,2026-02-07,2,파라티푸스,0,0,0.0,,,19-6
2026,6,2026-02-07,2,세균성이질,1,3,0.0,,,19-6
2026,6,2026-02-07,2,장출혈성대장균감염증,0,10,2.0,0.0,,19-6
2026,6,2026-02-07,2,A형간염,11,108,44.0,0.25,,19-6
2026,6,2026-02-07,2,백일해,10,77,57.0,0.18,,19-6
2026,6,2026-02-07,2,유행성이하선염,83,467,105.0,0.79,,19-6
2026,6,2026-02-07,2,풍진,0,0,0.0,,,19-6
2026,6,2026-02-07,2,수막구균 감염증,0,0,0.0,,,19-6
2026,6,2026-02-07,2,폐렴구균 감염증,10,41,9.0,1.11,,19-6
2026,6,2026-02-07,2,한센병,0,0,0.0,,,19-6
2026,6,2026-02-07,2,성홍열,155,1552,40.0,3.88,,19-6
2026,6,2026-02-07,2,반코마이신내성황색포도알균(VRSA) 감염증,0,0,0.0,,,19-6
2026,6,2026-02-07,2,카바페넴내성장내세균목(CRE) 감염증,898,6276,621.0,1.45,,19-6
2026,6,2026-02-07,2,E형간염,3,58,10.0,0.3,,19-6
2026,6,2026-02-07,3,파상풍,0,1,0.0,,,19-6
2026,6,2026-02-07,3,B형간염,1,16,6.0,0.17,,19-6
2026,6,2026-02-07,3,일본뇌염,0,0,0.0,,,19-6
2026,6,2026-02-07,3,C형간염,36,518,150.0,0.24,,19-6
2026,6,2026-02-07,3,말라리아,0,2,1.0,0.0,,19-6
2026,6,2026-02-07,3,레지오넬라증,8,85,7.0,1.14,,19-6
2026,6,2026-02-07,3,비브리오패혈증,0,0,0.0,,,19-6
2026,6,2026-02-07,3,발진열,0,0,0.0,,,19-6
2026,6,2026-02-07,3,쯔쯔가무시증,2,23,13.0,0.15,,19-6
2026,6,2026-02-07,3,렙토스피라증,0,2,1.0,0.0,,19-6
2026,6,2026-02-07,3,브루셀라증,0,0,0.0,,,19-6
2026,6,2026-02-07,3,신증후군출혈열,3,12,3.0,1.0,,19-6
2026,6,2026-02-07,3,후천성면역결핍증(AIDS),11,55,12.0,0.92,,19-6
2026,6,2026-02-07,3,크로이츠펠트-야콥병(CJD),1,3,2.0,0.5,,19-6
2026,6,2026-02-07,3,뎅기열,0,6,2.0,0.0,,19-6
2026,6,2026-02-07,3,큐열,0,2,1.0,0.0,,19-6
2026,6,2026-02-07,3,라임병,0,2,0.0,,,19-6
2026,6,2026-02-07,3,유비저,0,0,0.0,,,19-6
2026,6,2026-02-07,3,치쿤구니야열,0,0,0.0,,,19-6
2026,6,2026-02-07,3,중증열성혈소판감소증후군(SFTS),0,0,0.0,,,19-6
2026,6,2026-02-07,3,지카바이러스감염증,0,0,0.0,,,19-6
2026,6,2026-02-07,3,엠폭스(원숭이두창),0,1,,,,19-6
2026,6,2026-02-07,3,매독,25,189,,,,19-6
2026,6,2026-02-07,3,매독(1기),8,76,,,,19-6
2026,6,2026-02-07,3,매독(2기),5,31,,,,19-6
2026,6,2026-02-07,3,매독(3기),3,4,,,,19-6
2026,6,2026-02-07,3,매독(선천성),1,1,,,,19-6
2026,6,2026-02-07,3,매독(잠복),8,77,,,,19-6
2026,11,2026-03-14,2,결핵,375,4067,370.0,1.01,,19-10
2026,11,2026-03-14,2,수두,394,5262,368.0,1.07,,19-10
2026,11,2026-03-14,2,홍역,0,3,1.0,0.0,,19-10
2026,11,2026-03-14,2,콜레라,0,0,0.0,,,19-10
2026,11,2026-03-14,2,장티푸스,0,5,1.0,0.0,,19-10
2026,11,2026-03-14,2,파라티푸스,0,0,0.0,,,19-10
2026,11,2026-03-14,2,세균성이질,1,7,1.0,1.0,,19-10
2026,11,2026-03-14,2,장출혈성대장균감염증,2,43,1.0,2.0,,19-10
2026,11,2026-03-14,2,A형간염,23,277,45.0,0.51,,19-10
2026,11,2026-03-14,2,백일해,4,107,23.0,0.17,,19-10
2026,11,2026-03-14,2,유행성이하선염,70,832,125.0,0.56,,19-10
2026,11,2026-03-14,2,풍진,0,0,0.0,,,19-10
2026,11,2026-03-14,2,수막구균 감염증,0,2,0.0,,,19-10
2026,11,2026-03-14,2,폐렴구균 감염증,5,91,8.0,0.62,,19-10
2026,11,2026-03-14,2,한센병,0,0,0.0,,,19-10
2026,11,2026-03-14,2,성홍열,182,2581,45.0,4.04,,19-10
2026,11,2026-03-14,2,반코마이신내성황색포도알균(VRSA) 감염증,0,0,0.0,,,19-10
2026,11,2026-03-14,2,카바페넴내성장내세균목(CRE) 감염증,909,10853,584.0,1.56,,19-10
2026,11,2026-03-14,2,E형간염,7,121,11.0,0.64,,19-10
2026,11,2026-03-14,3,파상풍,0,1,0.0,,,19-10
2026,11,2026-03-14,3,B형간염,1,37,6.0,0.17,,19-10
2026,11,2026-03-14,3,일본뇌염,0,0,0.0,,,19-10
2026,11,2026-03-14,3,C형간염,37,965,153.0,0.24,,19-10
2026,11,2026-03-14,3,말라리아,0,7,1.0,0.0,,19-10
2026,11,2026-03-14,3,레지오넬라증,5,162,7.0,0.71,,19-10
2026,11,2026-03-14,3,비브리오패혈증,0,0,0.0,,,19-10
2026,11,2026-03-14,3,발진열,0,0,0.0,,,19-10
2026,11,2026-03-14,3,쯔쯔가무시증,1,26,9.0,0.11,,19-10
2026,11,2026-03-14,3,렙토스피라증,0,3,1.0,0.0,,19-10
2026,11,2026-03-14,3,브루셀라증,0,0,0.0,,,19-10
2026,11,2026-03-14,3,신증후군출혈열,0,19,3.0,0.0,,19-10
2026,11,2026-03-14,3,후천성면역결핍증(AIDS),16,133,12.0,1.33,,19-10
2026,11,2026-03-14,3,크로이츠펠트-야콥병(CJD),0,6,1.0,0.0,,19-10
2026,11,2026-03-14,3,뎅기열,1,13,2.0,0.5,,19-10
2026,11,2026-03-14,3,큐열,0,7,1.0,0.0,,19-10
2026,11,2026-03-14,3,라임병,0,3,0.0,,,19-10
2026,11,2026-03-14,3,유비저,0,0,0.0,,,19-10
2026,11,2026-03-14,3,치쿤구니야열,0,1,0.0,,,19-10
2026,11,2026-03-14,3,중증열성혈소판감소증후군(SFTS),0,0,0.0,,,19-10
2026,11,2026-03-14,3,지카바이러스감염증,0,0,0.0,,,19-10
2026,11,2026-03-14,3,엠폭스(원숭이두창),2,3,,,,19-10
2026,11,2026-03-14,3,매독,39,377,,,,19-10
2026,11,2026-03-14,3,매독(1기),13,145,,,,19-10
2026,11,2026-03-14,3,매독(2기),9,63,,,,19-10
2026,11,2026-03-14,3,매독(3기),0,7,,,,19-10
2026,11,2026-03-14,3,매독(선천성),1,3,,,,19-10
2026,11,2026-03-14,3,매독(잠복),16,159,,,,19-10
2026,15,2026-04-11,2,결핵,387,5487,367.0,1.05,,19-14
2026,15,2026-04-11,2,수두,516,7555,510.0,1.01,,19-14
2026,15,2026-04-11,2,홍역,0,5,2.0,0.0,,19-14
2026,15,2026-04-11,2,콜레라,0,0,0.0,,,19-14
2026,15,2026-04-11,2,장티푸스,0,5,0.0,,,19-14
2026,15,2026-04-11,2,파라티푸스,0,1,0.0,,,19-14
2026,15,2026-04-11,2,세균성이질,0,11,1.0,0.0,,19-14
2026,15,2026-04-11,2,장출혈성대장균감염증,0,57,2.0,0.0,,19-14
2026,15,2026-04-11,2,A형간염,18,430,53.0,0.34,,19-14
2026,15,2026-04-11,2,백일해,2,124,23.0,0.09,,19-14
2026,15,2026-04-11,2,유행성이하선염,86,1197,166.0,0.52,,19-14
2026,15,2026-04-11,2,풍진,0,0,0.0,,,19-14
2026,15,2026-04-11,2,수막구균 감염증,0,3,0.0,,,19-14
2026,15,2026-04-11,2,폐렴구균 감염증,11,137,10.0,1.1,,19-14
2026,15,2026-04-11,2,한센병,0,0,0.0,,,19-14
2026,15,2026-04-11,2,성홍열,165,3604,65.0,2.54,,19-14
2026,15,2026-04-11,2,반코마이신내성황색포도알균(VRSA) 감염증,0,0,0.0,,,19-14
2026,15,2026-04-11,2,카바페넴내성장내세균목(CRE) 감염증,881,14675,616.0,1.43,,19-14
2026,15,2026-04-11,2,E형간염,9,185,12.0,0.75,,19-14
2026,15,2026-04-11,3,파상풍,1,3,0.0,,,19-14
2026,15,2026-04-11,3,B형간염,3,63,6.0,0.5,,19-14
2026,15,2026-04-11,3,일본뇌염,0,0,0.0,,,19-14
2026,15,2026-04-11,3,C형간염,71,1383,160.0,0.44,,19-14
2026,15,2026-04-11,3,말라리아,1,14,5.0,0.2,,19-14
2026,15,2026-04-11,3,레지오넬라증,9,215,6.0,1.5,,19-14
2026,15,2026-04-11,3,비브리오패혈증,0,0,0.0,,,19-14
2026,15,2026-04-11,3,발진열,0,0,0.0,,,19-14
2026,15,2026-04-11,3,쯔쯔가무시증,1,33,15.0,0.07,,19-14
2026,15,2026-04-11,3,렙토스피라증,0,3,1.0,0.0,,19-14
2026,15,2026-04-11,3,브루셀라증,0,0,0.0,,,19-14
2026,15,2026-04-11,3,신증후군출혈열,2,24,3.0,0.67,,19-14
2026,15,2026-04-11,3,후천성면역결핍증(AIDS),16,195,14.0,1.14,,19-14
2026,15,2026-04-11,3,크로이츠펠트-야콥병(CJD),0,8,1.0,0.0,,19-14
2026,15,2026-04-11,3,뎅기열,1,17,1.0,1.0,,19-14
2026,15,2026-04-11,3,큐열,1,10,1.0,1.0,,19-14
2026,15,2026-04-11,3,라임병,0,8,0.0,,,19-14
2026,15,2026-04-11,3,유비저,0,1,0.0,,,19-14
2026,15,2026-04-11,3,치쿤구니야열,0,1,0.0,,,19-14
2026,15,2026-04-11,3,중증열성혈소판감소증후군(SFTS),0,0,1.0,0.0,,19-14
2026,15,2026-04-11,3,지카바이러스감염증,0,0,0.0,,,19-14
2026,15,2026-04-11,3,엠폭스(원숭이두창),0,4,,,,19-14
2026,15,2026-04-11,3,매독,31,551,,,,19-14
2026,15,2026-04-11,3,매독(1기),10,197,,,,19-14
2026,15,2026-04-11,3,매독(2기),7,94,,,,19-14
2026,15,2026-04-11,3,매독(3기),0,13,,,,19-14
2026,15,2026-04-11,3,매독(선천성),0,3,,,,19-14
2026,15,2026-04-11,3,매독(잠복),14,244,,,,19-14
2026,19,2026-05-09,2,결핵,330,6761,335.0,0.99,,19-18
2026,19,2026-05-09,2,수두,871,11548,663.0,1.31,,19-18
2026,19,2026-05-09,2,홍역,0,6,1.0,0.0,,19-18
2026,19,2026-05-09,2,콜레라,0,0,0.0,,,19-18
2026,19,2026-05-09,2,장티푸스,0,6,1.0,0.0,,19-18
2026,19,2026-05-09,2,파라티푸스,0,2,1.0,0.0,,19-18
2026,19,2026-05-09,2,세균성이질,0,12,1.0,0.0,,19-18
2026,19,2026-05-09,2,장출혈성대장균감염증,0,72,4.0,0.0,,19-18
2026,19,2026-05-09,2,A형간염,22,570,59.0,0.37,,19-18
2026,19,2026-05-09,2,백일해,4,144,40.0,0.1,,19-18
2026,19,2026-05-09,2,유행성이하선염,112,1673,186.0,0.6,,19-18
2026,19,2026-05-09,2,풍진,0,0,0.0,,,19-18
2026,19,2026-05-09,2,수막구균 감염증,0,5,0.0,,,19-18
2026,19,2026-05-09,2,폐렴구균 감염증,13,188,8.0,1.62,,19-18
2026,19,2026-05-09,2,한센병,0,0,0.0,,,19-18
2026,19,2026-05-09,2,성홍열,189,4736,96.0,1.97,,19-18
2026,19,2026-05-09,2,반코마이신내성황색포도알균(VRSA) 감염증,0,1,0.0,,,19-18
2026,19,2026-05-09,2,카바페넴내성장내세균목(CRE) 감염증,710,18211,636.0,1.12,,19-18
2026,19,2026-05-09,2,E형간염,13,239,11.0,1.18,,19-18
2026,19,2026-05-09,3,파상풍,0,4,0.0,,,19-18
2026,19,2026-05-09,3,B형간염,3,84,7.0,0.43,,19-18
2026,19,2026-05-09,3,일본뇌염,0,0,0.0,,,19-18
2026,19,2026-05-09,3,C형간염,58,1864,153.0,0.38,,19-18
2026,19,2026-05-09,3,말라리아,5,30,10.0,0.5,,19-18
2026,19,2026-05-09,3,레지오넬라증,8,267,7.0,1.14,,19-18
2026,19,2026-05-09,3,비브리오패혈증,0,1,0.0,,,19-18
2026,19,2026-05-09,3,발진열,0,2,0.0,,,19-18
2026,19,2026-05-09,3,쯔쯔가무시증,3,47,21.0,0.14,,19-18
2026,19,2026-05-09,3,렙토스피라증,0,5,1.0,0.0,,19-18
2026,19,2026-05-09,3,브루셀라증,0,0,0.0,,,19-18
2026,19,2026-05-09,3,신증후군출혈열,0,31,5.0,0.0,,19-18
2026,19,2026-05-09,3,후천성면역결핍증(AIDS),10,244,12.0,0.83,,19-18
2026,19,2026-05-09,3,크로이츠펠트-야콥병(CJD),0,11,1.0,0.0,,19-18
2026,19,2026-05-09,3,뎅기열,0,16,1.0,0.0,,19-18
2026,19,2026-05-09,3,큐열,0,13,2.0,0.0,,19-18
2026,19,2026-05-09,3,라임병,0,8,1.0,0.0,,19-18
2026,19,2026-05-09,3,유비저,0,1,0.0,,,19-18
2026,19,2026-05-09,3,치쿤구니야열,0,1,0.0,,,19-18
2026,19,2026-05-09,3,중증열성혈소판감소증후군(SFTS),1,5,3.0,0.33,,19-18
2026,19,2026-05-09,3,지카바이러스감염증,0,1,0.0,,,19-18
2026,19,2026-05-09,3,엠폭스(원숭이두창),0,5,,,,19-18
2026,19,2026-05-09,3,매독,19,682,,,,19-18
2026,19,2026-05-09,3,매독(1기),4,243,,,,19-18
2026,19,2026-05-09,3,매독(2기),1,114,,,,19-18
2026,19,2026-05-09,3,매독(3기),1,16,,,,19-18
2026,19,2026-05-09,3,매독(선천성),0,3,,,,19-18
2026,19,2026-05-09,3,매독(잠복),13,306,,,,19-18
2026,23,2026-06-06,2,결핵,340,8072,315.0,1.08,,19-22
2026,23,2026-06-06,2,수두,823,15913,661.0,1.25,,19-22
2026,23,2026-06-06,2,홍역,0,7,0.0,,,19-22
2026,23,2026-06-06,2,콜레라,0,0,0.0,,,19-22
