제목,등록일,연도,출처,게시판,최신판,판수,URL,URL2,계열키
2026년 질병 관리 유공(감염병 관리 유공) 후보자 공모,2026.05.27,2026,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/311217/artclView.do,,질병관리유공후보자공모
2026년 아토피·천식 안심학교 운영안내서(초등학교용),2026.05.26,2026,KDCA게시판,지침,Y,7,https://www.kdca.go.kr/bbs/kdca/55/311214/artclView.do,,아토피천식안심학교운영서
에볼라바이러스병 중점검역관리지역 추가 지정 안내,2026.05.26,2026,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/311203/artclView.do,,에볼라바이러스병중점검역관리지역추가지정
2026년 CRE 감염증 감소전략 운영 사업 지침,2026.05.20,2026,KDCA게시판,지침,Y,2,https://www.kdca.go.kr/bbs/kdca/55/311153/artclView.do,,CRE감염증감소전략운영사업지침
에볼라바이러스병 중점검역관리지역 지정 안내,2026.05.19,2026,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/311133/artclView.do,,에볼라바이러스병중점검역관리지역지정
2026년 법정감염병 진단·신고기준 지침,2026.05.14,2026,KDCA게시판,지침,Y,3,https://www.kdca.go.kr/bbs/kdca/55/311073/artclView.do,,법정감염병진단신고기준지침
감염병 위기관리체계 고도화 관련 2차 민·관 합동포럼 개최 안내,2026.05.12,2026,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/310897/artclView.do,,감염병위기관리체계고도화관련2차민관합동포럼개최
2026년도 예방접종 대상 감염병 관리 지침,2026.05.11,2026,KDCA게시판,지침,Y,8,https://www.kdca.go.kr/bbs/kdca/55/311032/artclView.do,,예방접종대상감염병관리지침
홍역 대응 지침(2026.5.),2026.05.11,2026,KDCA게시판,지침,Y,2,https://www.kdca.go.kr/bbs/kdca/55/311031/artclView.do,,홍역대응지침
2026년 다빈도 감염증 5종 항생제 적정사용을 위한 실무지침,2026.04.29,2026,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/310916/artclView.do,,다빈도감염증5종항생제적정사용을위한실무지침
감염병 발생/사망 신고서('24.12.6.),2026.04.27,2026,KDCA게시판,서식,Y,1,https://www.kdca.go.kr/bbs/kdca/57/310882/artclView.do,,감염병발생/사망신고서
칸디다 오리스 치료 권고안,2026.04.20,2026,KDCA게시판,교육자료,Y,1,https://www.kdca.go.kr/bbs/kdca/49/310813/artclView.do,,칸디다오리스치료권고안
2026년 국가지정 입원치료병상 운영과 관리 지침,2026.04.03,2026,KDCA게시판,지침,Y,5,https://www.kdca.go.kr/bbs/kdca/55/310657/artclView.do,,국가지정입원치료병상운영과관리지침
2026 검역업무지침,2026.04.02,2026,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/310651/artclView.do,,2026검역업무지침
다제내성결핵 치료 부작용 매뉴얼,2026.04.02,2026,KDCA게시판,교육자료,Y,1,https://www.kdca.go.kr/bbs/kdca/49/310643/artclView.do,,다제내성결핵치료부작용매뉴얼
2026년도 호흡기감염병 관리지침(일부개정판),2026.03.30,2026,KDCA게시판+감염병포털,지침,Y,7,https://www.kdca.go.kr/bbs/kdca/55/310611/artclView.do,https://www.kdca.go.kr/bbs/kdca/55/309937/artclView.do,호흡기감염병관리지침
말라리아 진료가이드(제3판),2026.03.30,2026,KDCA게시판,지침,Y,3,https://www.kdca.go.kr/bbs/kdca/55/310605/artclView.do,,말라리아진료가이드
2026년 예방접종 후 이상반응 관리지침,2026.03.26,2026,KDCA게시판,지침,Y,4,https://www.kdca.go.kr/bbs/kdca/55/310557/artclView.do,,예방접종후이상반응관리지침
2026년 2분기 중점검역관리지역 및 검역관리지역 안내,2026.03.24,2026,KDCA게시판,공지사항,Y,2,https://www.kdca.go.kr/bbs/kdca/50/310533/artclView.do,,2분기중점검역관리지역검역관리지역
2026년도 크로이츠펠트-야콥병 관리지침,2026.03.23,2026,KDCA게시판,지침,Y,11,https://www.kdca.go.kr/bbs/kdca/55/310524/artclView.do,,크로이츠펠트야콥병관리지침
2026년도 기생충감염병 관리지침,2026.03.23,2026,KDCA게시판,지침,Y,8,https://www.kdca.go.kr/bbs/kdca/55/310522/artclView.do,,기생충감염병관리지침
"2026년도 인수공통감염병(브루셀라증, 공수병, 큐열, 유비저) 관리지침",2026.03.23,2026,KDCA게시판,지침,Y,9,https://www.kdca.go.kr/bbs/kdca/55/310521/artclView.do,,인수공통감염병관리지침
「코로나19 예방접종 피해보상 등에 관한 특별법」 관련 위원회 위원 명단(3.18.기준),2026.03.23,2026,KDCA게시판,공지사항,Y,2,https://www.kdca.go.kr/bbs/kdca/50/310525/artclView.do,,코로나19예방접종피해보상등에관한특별법관련위원회위원명단
2026년도 칸디다 오리스 관리지침,2026.03.19,2026,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/310488/artclView.do,,칸디다오리스관리지침
의료감염관리 지침·안내서 가이드맵 안내,2026.03.17,2026,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/310475/artclView.do,https://www.kdca.go.kr/bbs/kdca/49/310476/artclView.do,의료감염관리지침서가이드맵
[중앙방역대책본부]  코로나바이러스감염증-19 치료제 사용 관련 변경 안내,2026.03.17,2026,KDCA게시판,코로나19지침,Y,1,https://www.kdca.go.kr/bbs/kdca/245/310468/artclView.do,,코로나바이러스감염증19치료제사용관련변경
2026년 의료관련감염병 지역 의료기관 네트워크 운영 사업 지침,2026.03.13,2026,KDCA게시판,지침,Y,2,https://www.kdca.go.kr/bbs/kdca/55/310439/artclView.do,,의료관련감염병지역의료기관네트워크운영사업지침
2026년도 바이러스성 모기매개감염병 관리지침,2026.03.12,2026,KDCA게시판,지침,Y,11,https://www.kdca.go.kr/bbs/kdca/55/310434/artclView.do,,바이러스성모기매개감염병관리지침
2026년도 말라리아 관리지침,2026.03.12,2026,KDCA게시판,지침,Y,24,https://www.kdca.go.kr/bbs/kdca/55/310433/artclView.do,,말라리아관리지침
2026년도 진드기·설치류매개감염병 관리지침,2026.03.06,2026,KDCA게시판,지침,Y,7,https://www.kdca.go.kr/bbs/kdca/55/310390/artclView.do,,진드기설치류매개감염병관리지침
2026년 의료관련감염병 표본감시 운영 및 예산집행 안내,2026.03.06,2026,KDCA게시판,지침,Y,2,https://www.kdca.go.kr/bbs/kdca/55/310382/artclView.do,,의료관련감염병표본감시운영예산집행
2026년 성매개감염병 관리지침,2026.03.03,2026,KDCA게시판+감염병포털,지침,Y,12,https://www.kdca.go.kr/bbs/kdca/55/310321/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20260303173721749&q_clsfNo=-1,성매개감염병관리지침
2026년도 한센병사업관리지침,2026.02.24,2026,KDCA게시판+감염병포털,지침,Y,8,https://www.kdca.go.kr/bbs/kdca/55/310222/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20260224093345460&q_clsfNo=-1,한센병사업관리지침
니파바이러스감염증 중점검역관리지역 지정 안내,2026.02.11,2026,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/310091/artclView.do,,니파바이러스감염증중점검역관리지역지정
소독업 관련 질의응답집(2026.1월),2026.02.09,2026,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/310062/artclView.do,,소독업관련질의응답집
2026년 제1차 코로나19 예방접종 피해보상 재심위원회 회의록(서면),2026.02.05,2026,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/310015/artclView.do,,제1차코로나19예방접종피해보상재심위원회회의록
2026년 제1차 코로나19 예방접종 피해보상위원회 회의록(서면),2026.02.05,2026,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/310014/artclView.do,,제1차코로나19예방접종피해보상위원회회의록
조류인플루엔자(AI) 인체감염증 관리조사서 14개 언어,2026.02.04,2026,KDCA게시판,서식,Y,1,https://www.kdca.go.kr/bbs/kdca/57/309994/artclView.do,,조류인플루엔자인체감염증관리조사서14개언어
칸디다 오리스(C. auris) 의료기관 감염관리 권고안,2026.02.03,2026,KDCA게시판,교육자료,Y,1,https://www.kdca.go.kr/bbs/kdca/49/309982/artclView.do,,칸디다오리스의료기관감염관리권고안
2026년 HIV/AIDS 관리지침,2026.02.02,2026,KDCA게시판+감염병포털,지침,Y,15,https://www.kdca.go.kr/bbs/kdca/55/309970/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20260202102903689&q_clsfNo=-1,HIV/AIDS관리지침
2026년도 의료관련감염병 관리지침,2026.02.02,2026,KDCA게시판,지침,Y,10,https://www.kdca.go.kr/bbs/kdca/55/309968/artclView.do,,의료관련감염병관리지침
2026년도 레지오넬라증 관리지침,2026.01.30,2026,KDCA게시판,지침,Y,8,https://www.kdca.go.kr/bbs/kdca/55/309941/artclView.do,,레지오넬라증관리지침
2026년 제1급감염병(중동호흡기증후군(MERS)·중증급성호흡기증후군(SARS)) 대응지침,2026.01.22,2026,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/309847/artclView.do,,제1급감염병중증급성호흡기증후군)대응지침
요양병원 감염관리 toolkit,2026.01.22,2026,KDCA게시판,지침,Y,2,https://www.kdca.go.kr/bbs/kdca/55/309845/artclView.do,,요양병원감염관리toolkit
요양병원 종사자를 위한 감염관리 교육자료,2026.01.22,2026,KDCA게시판,교육자료,Y,1,https://www.kdca.go.kr/bbs/kdca/49/309843/artclView.do,,요양병원종사자를위한감염관리교육자료
의료인을 위한 중증열성혈소판감소증후군(SFTS) 안내서,2026.01.20,2026,KDCA게시판,교육자료,Y,1,https://www.kdca.go.kr/bbs/kdca/49/309795/artclView.do,,의료인을위한중증열성혈소판감소증후군서
2026년 주요감염병 표본감시사업 안내,2026.01.19,2026,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/309785/artclView.do,,주요감염병표본감시사업
2026년 지역사회 통합건강증진사업 안내(아토피·천식 예방관리),2026.01.13,2026,KDCA게시판,지침,Y,11,https://www.kdca.go.kr/bbs/kdca/55/309706/artclView.do,https://www.kdca.go.kr/bbs/kdca/55/309605/artclView.do,지역사회통합건강증진사업
(7.27.수정)2026년 국가예방접종 지침,2026.01.09,2026,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/309683/artclView.do,,국가예방접종지침
2026 국가결핵관리지침,2026.01.05,2026,KDCA게시판+감염병포털,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/309608/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20260105170034695&q_clsfNo=-1,2026국가결핵관리지침
2026년 고혈압·당뇨병 등록관리사업 표준실무지침,2026.01.05,2026,KDCA게시판,지침,Y,12,https://www.kdca.go.kr/bbs/kdca/55/309604/artclView.do,,고혈압당뇨병등록관리사업표준실무지침
2026년 시도 심뇌혈관질환 예방관리사업 안내,2026.01.05,2026,KDCA게시판,지침,Y,11,https://www.kdca.go.kr/bbs/kdca/55/309603/artclView.do,,시도심뇌혈관질환예방관리사업
2026년도 바이러스 간염 관리지침(A형·B형·C형·E형),2026.01.05,2026,KDCA게시판,지침,Y,4,https://www.kdca.go.kr/bbs/kdca/55/309601/artclView.do,,바이러스간염관리지침
2026년 1분기 콜레라 검역관리지역 추가 안내,2025.12.29,2026,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/309481/artclView.do,,1분기콜레라검역관리지역추가
소아청소년 마이코플라스마 폐렴균 감염증 진료지침 2026,2025.12.18,2026,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/309367/artclView.do,,소아청소년마이코플라스마폐렴균감염증진료지침2026
2026년 1분기 중점검역관리지역 및 검역관리지역 안내,2025.12.17,2026,KDCA게시판,공지사항,Y,2,https://www.kdca.go.kr/bbs/kdca/50/309362/artclView.do,,1분기중점검역관리지역검역관리지역
2025년도 감염병 역학조사 연보,2026.07.08,2025,KDCA게시판,지침,Y,7,https://www.kdca.go.kr/bbs/kdca/55/311716/artclView.do,,감염병역학조사연보
2025 원헬스 연차보고서,2026.03.03,2025,KDCA게시판,교육자료,Y,1,https://www.kdca.go.kr/bbs/kdca/49/310307/artclView.do,,2025원헬스연차보고서
2025년 CRE 감염증 감소전략 운영 사업 지침,2026.02.12,2025,KDCA게시판,지침,,2,https://www.kdca.go.kr/bbs/kdca/55/310098/artclView.do,,CRE감염증감소전략운영사업지침
만성 코로나19증후군 임상진료지침 권고안(2025),2026.02.10,2025,감염병포털,,Y,1,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20260210094545190&q_clsfNo=-1,,만성코로나19증후군임상진료지침권고안
2025년 한국 심폐소생술 가이드라인,2026.01.29,2025,KDCA게시판,교육자료,Y,2,https://www.kdca.go.kr/bbs/kdca/49/309908/artclView.do,,한국심폐소생술가이드라인
치과감염관리 표준정책 매뉴얼,2025.12.31,2025,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/309537/artclView.do,,치과감염관리표준정책매뉴얼
중증열성혈소판감소증후군(SFTS) 공동 역학조사 매뉴얼,2025.12.31,2025,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/309533/artclView.do,,중증열성혈소판감소증후군공동역학조사매뉴얼
제4-1판 의료관련감염 집단발생 대응 안내,2025.12.29,2025,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/309484/artclView.do,,제41판의료관련감염집단발생대응
병원기반 인간 마이크로바이옴 연구개발 사업 운영 가이드라인 개정판(2025년),2025.12.26,2025,KDCA게시판,지침,Y,2,https://www.kdca.go.kr/bbs/kdca/55/309469/artclView.do,,병원기반인간마이크로바이옴연구개발사업운영가이드라인
엠폭스 관리지침(제3판),2025.12.18,2025,KDCA게시판+감염병포털,지침,,3,https://www.kdca.go.kr/bbs/kdca/55/309371/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20251218131542258&q_clsfNo=-1,엠폭스관리지침
의원급 의료기관 인플루엔자 의사환자 감시 가이드라인(의료기관용),2025.12.10,2025,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/228322/artclView.do,,의원급의료기관인플루엔자의사환자감시가이드라인
법정감염병 진단검사 통합지침(제4-2판),2025.12.05,2025,KDCA게시판+감염병포털,지침,,7,https://www.kdca.go.kr/bbs/kdca/55/228321/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20251208110516818&q_clsfNo=-1,법정감염병진단검사통합지침
「코로나바이러스감염증-19 재택치료 안내서」,2025.12.03,2025,KDCA게시판,지침,Y,3,https://www.kdca.go.kr/bbs/kdca/55/228320/artclView.do,,코로나바이러스감염증19재택치료서
"2025년 의료기관 환경관리 자가평가 도구(원도구, 단축형 도구)",2025.12.03,2025,KDCA게시판,교육자료,Y,1,https://www.kdca.go.kr/bbs/kdca/49/219136/artclView.do,,의료기관환경관리자가평가도구
크로이츠펠트-야콥병(CJ) 안내서,2025.12.02,2025,KDCA게시판,지침,Y,4,https://www.kdca.go.kr/bbs/kdca/55/228319/artclView.do,,크로이츠펠트야콥병서
[손상 예방] 고령자 낙상사고 예방 관련 교안,2025.11.26,2025,KDCA게시판,교육자료,Y,1,https://www.kdca.go.kr/bbs/kdca/49/219135/artclView.do,,고령자낙상사고예방관련교안
코로나19 예방접종 피해보상신청 관련 서식 [기피신청서],2025.11.14,2025,KDCA게시판,서식,Y,1,https://www.kdca.go.kr/bbs/kdca/57/228503/artclView.do,,코로나19예방접종피해보상신청관련서식
2025년 법정감염병 진단·신고기준 지침,2025.11.10,2025,KDCA게시판,지침,,3,https://www.kdca.go.kr/bbs/kdca/55/228318/artclView.do,,법정감염병진단신고기준지침
「코로나19 예방접종 피해보상 등에 관한 특별법」관련 위원회 위원 명단(11.5.기준),2025.11.10,2025,KDCA게시판,공지사항,,2,https://www.kdca.go.kr/bbs/kdca/50/221460/artclView.do,,코로나19예방접종피해보상등에관한특별법관련위원회위원명단
[공모전] 「에이즈 및 성매개감염병 예방 숏폼 영상 콘텐츠 공모전」수상작 발표,2025.11.05,2025,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/221458/artclView.do,,에이즈성매개감염병예방숏폼영상콘텐츠공모전수상작발표
2025년 백신 보관 및 관리 가이드라인(접종기관용) 개정,2025.11.04,2025,KDCA게시판,지침,Y,2,https://www.kdca.go.kr/bbs/kdca/55/228316/artclView.do,,백신보관관리가이드라인
제4판 의료관련감염 집단발생 대응 안내,2025.11.04,2025,KDCA게시판,지침,Y,4,https://www.kdca.go.kr/bbs/kdca/55/228315/artclView.do,,의료관련감염집단발생대응
기후재난 보건응급조사 매뉴얼,2025.11.03,2025,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/228314/artclView.do,,기후재난보건응급조사매뉴얼
코로나바이러스감염증-19 치료제 사용 안내서(제13-2판) 개정 안내,2025.10.28,2025,KDCA게시판,지침,Y,4,https://www.kdca.go.kr/bbs/kdca/55/228313/artclView.do,https://www.kdca.go.kr/bbs/kdca/245/204643/artclView.do,코로나바이러스감염증19치료제사용서
코로나19 예방접종 피해보상 특별법 업무지침,2025.10.23,2025,KDCA게시판,지침,,2,https://www.kdca.go.kr/bbs/kdca/55/228312/artclView.do,,코로나19예방접종피해보상특별법업무지침
코로나19 예방접종 피해보상 특별법 업무지침 서식,2025.10.23,2025,KDCA게시판,서식,,2,https://www.kdca.go.kr/bbs/kdca/57/228502/artclView.do,,코로나19예방접종피해보상특별법업무지침서식
2025 시설별 인플루엔자 관리지침(사업장용),2025.10.21,2025,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/228311/artclView.do,https://www.kdca.go.kr/bbs/kdca/55/228310/artclView.do,2025시설별인플루엔자관리지침
2025-2026 절기 인플루엔자 관리지침,2025.09.26,2025,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/228308/artclView.do,,20252026절기인플루엔자관리지침
2025년 ｢결핵 및 잠복핵감염관리 표준상담 사례집｣,2025.09.26,2025,KDCA게시판,교육자료,Y,1,https://www.kdca.go.kr/bbs/kdca/49/219134/artclView.do,,｢결핵잠복핵감염관리표준상담사례집｣
4분기 중점검역관리지역 및 검역관리지역 안내,2025.09.24,2025,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/221453/artclView.do,,4분기중점검역관리지역검역관리지역
의원 종사자의 감염관리 실천 안내서,2025.09.12,2025,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/228306/artclView.do,,의원종사자의감염관리실천서
제1급감염병 니파바이러스감염증 대응 지침(제1판),2025.09.08,2025,KDCA게시판+감염병포털,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/228305/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20250908095956243&q_clsfNo=-1,제1급감염병니파바이러스감염증대응지침
니파바이러스감염증 검역관리지역 지정 안내,2025.09.03,2025,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/221449/artclView.do,,니파바이러스감염증검역관리지역지정
2025년 코로나바이러스감염증-19 관리지침,2025.08.29,2025,KDCA게시판+감염병포털,지침,,3,https://www.kdca.go.kr/bbs/kdca/55/228304/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20250901094907451&q_clsfNo=-1,코로나바이러스감염증19관리지침
[공모전] 에이즈 및 성매개감염병 예방 숏폼 영상 콘텐츠 공모전(8.1.~8.31.),2025.08.01,2025,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/221442/artclView.do,,에이즈성매개감염병예방숏폼영상콘텐츠공모전
치쿤구니야열 검역관리지역 추가 지정 안내,2025.07.31,2025,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/221441/artclView.do,,치쿤구니야열검역관리지역추가지정
(질병관리청 시험의뢰규칙)검체 시험의뢰서,2025.07.28,2025,KDCA게시판,서식,Y,4,https://www.kdca.go.kr/bbs/kdca/57/228501/artclView.do,,검체시험의뢰서
"[리플릿] 물놀이 활동 손상 예방 및 응급처치 수칙, 안전 체크리스트",2025.07.23,2025,KDCA게시판,교육자료,Y,1,https://www.kdca.go.kr/bbs/kdca/49/219133/artclView.do,,물놀이활동손상예방응급처치수칙안전체크리스트
검역감염병 대응 지침,2025.07.17,2025,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/228303/artclView.do,,검역감염병대응지침
2025 HIV/AIDS 관리지침(개정),2025.07.14,2025,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/228302/artclView.do,,2025HIV/AIDS관리지침
일차 의료기관용 바이러스 간염(B형·C형) 진료 지침,2025.07.11,2025,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/228301/artclView.do,,일차의료기관용바이러스간염진료지침
2025년 의료관련감염병 표본감시 운영 및 예산집행 안내,2025.07.03,2025,KDCA게시판,지침,,2,https://www.kdca.go.kr/bbs/kdca/55/228300/artclView.do,,의료관련감염병표본감시운영예산집행
감염취약시설 종사자 대상 감염관리 교육자료(포스터 및 리플릿 각 2종),2025.07.02,2025,KDCA게시판,교육자료,Y,1,https://www.kdca.go.kr/bbs/kdca/49/219132/artclView.do,https://www.kdca.go.kr/bbs/kdca/49/219131/artclView.do,감염취약시설종사자대상감염관리교육자료
2025년도 감염병 관리 사업 안내,2025.06.30,2025,KDCA게시판,지침,Y,5,https://www.kdca.go.kr/bbs/kdca/55/228299/artclView.do,,감염병관리사업
2025년 3분기 중점검역관리지역 및 검역관리지역 안내,2025.06.20,2025,KDCA게시판,공지사항,,2,https://www.kdca.go.kr/bbs/kdca/50/221430/artclView.do,,3분기중점검역관리지역검역관리지역
중앙·지자체 역학조사반 감염병 현장 대응 훈련 시나리오,2025.06.05,2025,KDCA게시판,교육자료,Y,1,https://www.kdca.go.kr/bbs/kdca/49/219130/artclView.do,,중앙지자체역학조사반감염병현장대응훈련시나리오
2025년도 크로이츠펠트-야콥병 관리지침,2025.06.04,2025,KDCA게시판,지침,,11,https://www.kdca.go.kr/bbs/kdca/55/228298/artclView.do,,크로이츠펠트야콥병관리지침
한의의료기관 감염관리 표준 매뉴얼,2025.05.30,2025,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/228297/artclView.do,,한의의료기관감염관리표준매뉴얼
감염병 국가표준실험실 인정요건 및 표준운영지침(국·영문판),2025.05.27,2025,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/228296/artclView.do,,감염병국가표준실험실인정요건표준운영지침
2025년 예방접종대상감염병 관리지침,2025.05.20,2025,KDCA게시판+감염병포털,지침,,8,https://www.kdca.go.kr/bbs/kdca/55/228295/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20250523095735415&q_clsfNo=-1,예방접종대상감염병관리지침
2025년 국가지정 입원치료병상 운영과 관리 지침,2025.05.16,2025,KDCA게시판,지침,,5,https://www.kdca.go.kr/bbs/kdca/55/228294/artclView.do,,국가지정입원치료병상운영과관리지침
역학조사관 교육 표준교재,2025.05.14,2025,KDCA게시판,교육자료,Y,1,https://www.kdca.go.kr/bbs/kdca/49/219129/artclView.do,,역학조사관교육표준교재
EB와 함께하는 안전하고 즐거운 학교생활 가이드북,2025.05.09,2025,KDCA게시판,교육자료,Y,1,https://www.kdca.go.kr/bbs/kdca/49/219128/artclView.do,,EB와함께하는안전하고즐거운학교생활가이드북
2025 검역업무지침,2025.05.07,2025,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/228293/artclView.do,,2025검역업무지침
항생제 내성 교육자료집(고등학생용),2025.04.30,2025,KDCA게시판,교육자료,Y,1,https://www.kdca.go.kr/bbs/kdca/49/219126/artclView.do,https://www.kdca.go.kr/bbs/kdca/49/219125/artclView.do,항생제내성교육자료집
항생제 내성 예방 교육자료집(초등학생 고학년용),2025.04.30,2025,KDCA게시판,교육자료,Y,1,https://www.kdca.go.kr/bbs/kdca/49/219124/artclView.do,https://www.kdca.go.kr/bbs/kdca/49/219123/artclView.do,항생제내성예방교육자료집
2025년 레지오넬라증 관리지침,2025.04.23,2025,KDCA게시판+감염병포털,지침,,8,https://www.kdca.go.kr/bbs/kdca/55/228292/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20250423131851611&q_clsfNo=-1,레지오넬라증관리지침
2025년 호흡기감염병 관리지침,2025.04.23,2025,KDCA게시판+감염병포털,지침,,7,https://www.kdca.go.kr/bbs/kdca/55/228291/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20250423131734260&q_clsfNo=-1,호흡기감염병관리지침
개인보호구(Level C) 착·탈의 교육 영상,2025.04.18,2025,KDCA게시판,교육자료,Y,1,https://www.kdca.go.kr/bbs/kdca/49/219122/artclView.do,,개인보호구착탈의교육영상
2025년 아토피·천식 안심학교 운영안내서(초등학교용),2025.04.16,2025,KDCA게시판,지침,,7,https://www.kdca.go.kr/bbs/kdca/55/228290/artclView.do,,아토피천식안심학교운영서
2025년 매독 신고 안내서,2025.03.31,2025,KDCA게시판,지침,Y,2,https://www.kdca.go.kr/bbs/kdca/55/228289/artclView.do,,매독신고서
2025년도 한센병사업 관리지침,2025.03.27,2025,KDCA게시판+감염병포털,지침,,8,https://www.kdca.go.kr/bbs/kdca/55/228288/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20250327084011146&q_clsfNo=-1,한센병사업관리지침
요양병원 감염병 진단 및 항생제 사용 지침,2025.03.26,2025,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/228287/artclView.do,,요양병원감염병진단항생제사용지침
「항생제 적정사용 관리(ASP) 시범사업」 FAQ 개정 안내 (2025. 3. 24. 기준)(오류 정정 파일재첨부),2025.03.25,2025,KDCA게시판,지침,,2,https://www.kdca.go.kr/bbs/kdca/55/228286/artclView.do,,항생제적정사용관리시범사업FAQ
2025년도 진드기.설치류매개감염병 관리지침,2025.03.25,2025,KDCA게시판,지침,,7,https://www.kdca.go.kr/bbs/kdca/55/228285/artclView.do,,진드기설치류매개감염병관리지침
2025년 2분기 중점검역관리지역 및 검역관리지역 안내,2025.03.25,2025,KDCA게시판,공지사항,,2,https://www.kdca.go.kr/bbs/kdca/50/221417/artclView.do,,2분기중점검역관리지역검역관리지역
2025년도 기생충감염병 관리지침,2025.03.24,2025,KDCA게시판,지침,,8,https://www.kdca.go.kr/bbs/kdca/55/228284/artclView.do,,기생충감염병관리지침
2025년도 인수공통감염병 관리지침,2025.03.24,2025,KDCA게시판,지침,,9,https://www.kdca.go.kr/bbs/kdca/55/228283/artclView.do,,인수공통감염병관리지침
2025년도 바이러스성 모기매개감염병 관리지침,2025.03.21,2025,KDCA게시판,지침,,11,https://www.kdca.go.kr/bbs/kdca/55/228282/artclView.do,,바이러스성모기매개감염병관리지침
