제목,등록일,연도,출처,게시판,최신판,판수,URL,URL2,계열키
감염병발생주보(CDWR) 41주 발간안내,2004.10.19,2004,KDCA게시판,공지사항,,2,https://www.kdca.go.kr/bbs/kdca/50/219995/artclView.do,,감염병발생주보41주발간
감염병발생주보(CDWR) 40주 발간안내,2004.10.13,2004,KDCA게시판,공지사항,,2,https://www.kdca.go.kr/bbs/kdca/50/219993/artclView.do,,감염병발생주보40주발간
감염병발생주보(CDWR) 39주 발간안내,2004.10.06,2004,KDCA게시판,공지사항,,2,https://www.kdca.go.kr/bbs/kdca/50/219992/artclView.do,,감염병발생주보39주발간
감염병발생주보(CDWR) 38주 발간안내,2004.09.24,2004,KDCA게시판,공지사항,,2,https://www.kdca.go.kr/bbs/kdca/50/219988/artclView.do,,감염병발생주보38주발간
감염병발생주보(CDWR) 37주 발간안내,2004.09.24,2004,KDCA게시판,공지사항,,2,https://www.kdca.go.kr/bbs/kdca/50/219987/artclView.do,,감염병발생주보37주발간
2004년 인플루엔자 관리지침,2004.09.16,2004,KDCA게시판,지침,,3,https://www.kdca.go.kr/bbs/kdca/55/227159/artclView.do,,인플루엔자관리지침
감염병발생주보(CDWR) 36주 발간안내,2004.09.16,2004,KDCA게시판,공지사항,,2,https://www.kdca.go.kr/bbs/kdca/50/219977/artclView.do,,감염병발생주보36주발간
감염병발생주보(CDWR) 35주 발간안내,2004.09.10,2004,KDCA게시판,공지사항,,2,https://www.kdca.go.kr/bbs/kdca/50/219973/artclView.do,,감염병발생주보35주발간
감염병발생주보(CDWR) 34주 발간안내,2004.09.01,2004,KDCA게시판,공지사항,,2,https://www.kdca.go.kr/bbs/kdca/50/219972/artclView.do,,감염병발생주보34주발간
감염병발생주보(CDWR) 33주 발간안내,2004.08.27,2004,KDCA게시판,공지사항,,2,https://www.kdca.go.kr/bbs/kdca/50/219971/artclView.do,,감염병발생주보33주발간
감염병발생주보(CDWR) 32주 발간안내,2004.08.19,2004,KDCA게시판,공지사항,,2,https://www.kdca.go.kr/bbs/kdca/50/219969/artclView.do,,감염병발생주보32주발간
감염병발생주보(CDWR) 31주 발간안내,2004.08.12,2004,KDCA게시판,공지사항,,2,https://www.kdca.go.kr/bbs/kdca/50/219968/artclView.do,,감염병발생주보31주발간
감염병발생주보(CDWR) 30주 발간안내,2004.08.05,2004,KDCA게시판,공지사항,,2,https://www.kdca.go.kr/bbs/kdca/50/219967/artclView.do,,감염병발생주보30주발간
감염병발생주보(CDWR) 29주 발간안내,2004.07.30,2004,KDCA게시판,공지사항,,2,https://www.kdca.go.kr/bbs/kdca/50/219966/artclView.do,,감염병발생주보29주발간
감염병발생주보(CDWR) 28주 발간 안내,2004.07.22,2004,KDCA게시판,공지사항,,2,https://www.kdca.go.kr/bbs/kdca/50/219965/artclView.do,,감염병발생주보28주발간
감염병발생주보(CDWR) 27주 발간 안내,2004.07.14,2004,KDCA게시판,공지사항,,2,https://www.kdca.go.kr/bbs/kdca/50/219963/artclView.do,,감염병발생주보27주발간
2004 결핵관리지침,2004.07.01,2004,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227158/artclView.do,,2004결핵관리지침
감염병발생주보(CDWR) 25주 발간 안내,2004.06.30,2004,KDCA게시판,공지사항,,2,https://www.kdca.go.kr/bbs/kdca/50/219961/artclView.do,,감염병발생주보25주발간
2004년 전염병관리사업지침,2004.06.14,2004,KDCA게시판+감염병포털,지침,,7,https://www.kdca.go.kr/bbs/kdca/55/227157/artclView.do,https://www.kdca.go.kr/bbs/kdca/50/219917/artclView.do,전염병관리사업지침
감염병발생주보(CDWR) 20주 발간 안내,2004.05.27,2004,KDCA게시판,공지사항,,2,https://www.kdca.go.kr/bbs/kdca/50/219956/artclView.do,,감염병발생주보20주발간
역학조사과 연구원 모집,2004.05.07,2004,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/219952/artclView.do,,역학조사과연구원모집
감염병발생주보(CDWR) 15주 발간 안내,2004.04.20,2004,KDCA게시판,공지사항,,2,https://www.kdca.go.kr/bbs/kdca/50/219948/artclView.do,,감염병발생주보15주발간
2004년 성병관리지침,2004.04.14,2004,KDCA게시판+감염병포털,지침,,10,https://www.kdca.go.kr/bbs/kdca/55/227156/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710200964016&q_clsfNo=0,성병관리지침
2004년 HIV/AIDS 관리지침,2004.04.14,2004,KDCA게시판,지침,,15,https://www.kdca.go.kr/bbs/kdca/55/227155/artclView.do,,HIV/AIDS관리지침
감염병발생주보(CDWR) 14주,2004.04.14,2004,KDCA게시판,공지사항,Y,2,https://www.kdca.go.kr/bbs/kdca/50/219947/artclView.do,,감염병발생주보14주
감염병발생주보(CDWR) 13주 발간 안내,2004.04.06,2004,KDCA게시판,공지사항,,2,https://www.kdca.go.kr/bbs/kdca/50/219945/artclView.do,,감염병발생주보13주발간
감염병발생주보(CDWR) 12주 발간 안내,2004.03.29,2004,KDCA게시판,공지사항,,2,https://www.kdca.go.kr/bbs/kdca/50/219943/artclView.do,,감염병발생주보12주발간
감염병발생주보(CDWR) 11주 발간 안내,2004.03.22,2004,KDCA게시판,공지사항,,3,https://www.kdca.go.kr/bbs/kdca/50/219939/artclView.do,,감염병발생주보11주발간
감염병발생주보(CDWR) 10주 발간 안내,2004.03.16,2004,KDCA게시판,공지사항,,3,https://www.kdca.go.kr/bbs/kdca/50/219937/artclView.do,,감염병발생주보10주발간
감염병발생주보(CDWR) 9주 발간 안내,2004.03.10,2004,KDCA게시판,공지사항,,3,https://www.kdca.go.kr/bbs/kdca/50/219934/artclView.do,,감염병발생주보9주발간
감염병발생주보(CDWR) 8주 발간 안내,2004.03.03,2004,KDCA게시판,공지사항,,3,https://www.kdca.go.kr/bbs/kdca/50/219924/artclView.do,,감염병발생주보8주발간
감염병발생주보(CDWR) 7주 발간 안내,2004.02.25,2004,KDCA게시판,공지사항,,3,https://www.kdca.go.kr/bbs/kdca/50/219920/artclView.do,,감염병발생주보7주발간
감염병발생주보(CDWR) 6주 발간,2004.02.17,2004,KDCA게시판,공지사항,,3,https://www.kdca.go.kr/bbs/kdca/50/219911/artclView.do,,감염병발생주보6주발간
조류인플루엔자인체감염예방및관리지침(PDF파일),2004.02.16,2004,KDCA게시판,공지사항,,6,https://www.kdca.go.kr/bbs/kdca/50/219909/artclView.do,https://www.kdca.go.kr/bbs/kdca/50/219900/artclView.do,조류인플루엔자인체감염예방관리지침
감염병발생주보(CDWR),2004.02.12,2004,KDCA게시판,공지사항,Y,2,https://www.kdca.go.kr/bbs/kdca/50/219902/artclView.do,,감염병발생주보
감염병발생주보(CDWR) 4주,2004.02.02,2004,KDCA게시판,공지사항,Y,2,https://www.kdca.go.kr/bbs/kdca/50/219887/artclView.do,,감염병발생주보4주
감염병발생주보(CDWR) 3주,2004.01.29,2004,KDCA게시판,공지사항,Y,2,https://www.kdca.go.kr/bbs/kdca/50/219881/artclView.do,,감염병발생주보3주
감염병발생주보(CDWR) 2주,2004.01.19,2004,KDCA게시판,공지사항,Y,3,https://www.kdca.go.kr/bbs/kdca/50/219869/artclView.do,,감염병발생주보2주
감염병발생주보(CDWR) 1주,2004.01.14,2004,KDCA게시판,공지사항,Y,2,https://www.kdca.go.kr/bbs/kdca/50/219866/artclView.do,,감염병발생주보1주
감염병발생주보(CDWR) 52주,2004.01.05,2004,KDCA게시판,공지사항,Y,2,https://www.kdca.go.kr/bbs/kdca/50/219864/artclView.do,,감염병발생주보52주
2003 급성호흡기관리지침(의료인용),2018.07.10,2003,감염병포털,,Y,1,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710940014547&q_clsfNo=0,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710103385587&q_clsfNo=0,2003급성호흡기관리지침
2003년 성병관리지침,2018.07.10,2003,감염병포털,,,10,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710808293527&q_clsfNo=0,,성병관리지침
2003 인플루엔자표본감시운영지침,2018.07.10,2003,감염병포털,,Y,1,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710769593304&q_clsfNo=0,,2003인플루엔자표본감시운영지침
2003 웨스트나일바이러스감염증 관리지침,2018.07.10,2003,감염병포털,,Y,1,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710553604486&q_clsfNo=0,,2003웨스트나일바이러스감염증관리지침
2003 브루셀라증관리지침,2018.07.10,2003,감염병포털,,Y,1,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710404930672&q_clsfNo=0,,2003브루셀라증관리지침
2003년 홍역예방․관리 지침,2018.07.10,2003,감염병포털,,Y,1,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710258588430&q_clsfNo=0,,홍역예방․관리지침
2003년 전염병관리사업지침,2018.07.10,2003,감염병포털,,,7,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710041430852&q_clsfNo=0,,전염병관리사업지침
2003년 사스관리지침,2018.07.10,2003,감염병포털,,Y,1,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710018309878&q_clsfNo=0,,사스관리지침
2003년도 학술 및 전산용역사업 편람,2005.05.07,2003,KDCA게시판,지침,,5,https://www.kdca.go.kr/bbs/kdca/55/227171/artclView.do,,학술전산용역사업편람
감염병발생주보(CDWR) 51주,2003.12.29,2003,KDCA게시판,공지사항,Y,2,https://www.kdca.go.kr/bbs/kdca/50/219862/artclView.do,,감염병발생주보51주
조류인플루엔자:인체감염예방관리지침,2003.12.24,2003,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/219856/artclView.do,,조류인플루엔자:인체감염예방관리지침
감염병발생주보(CDWR) 50주,2003.12.22,2003,KDCA게시판,공지사항,Y,2,https://www.kdca.go.kr/bbs/kdca/50/219855/artclView.do,,감염병발생주보50주
감염병발생주보(CDWR) 49주,2003.12.16,2003,KDCA게시판,공지사항,Y,2,https://www.kdca.go.kr/bbs/kdca/50/219852/artclView.do,,감염병발생주보49주
감염병발생주보(CDWR) 48주,2003.12.08,2003,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/219850/artclView.do,,감염병발생주보48주
감염병발생주보(CDWR) 47주,2003.12.01,2003,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/219848/artclView.do,,감염병발생주보47주
감염병발생주보(CDWR) 46주,2003.11.24,2003,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/219847/artclView.do,,감염병발생주보46주
감염병발생주보(CDWR) 45주,2003.11.17,2003,KDCA게시판,공지사항,Y,2,https://www.kdca.go.kr/bbs/kdca/50/219845/artclView.do,,감염병발생주보45주
브루셀라 관리지침 및 교육자료,2003.11.14,2003,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227154/artclView.do,,브루셀라관리지침교육자료
감염병발생주보(CDWR) 43주,2003.11.03,2003,KDCA게시판,공지사항,Y,2,https://www.kdca.go.kr/bbs/kdca/50/219842/artclView.do,,감염병발생주보43주
감염병발생주보(CDWR) 42주,2003.10.28,2003,KDCA게시판,공지사항,Y,2,https://www.kdca.go.kr/bbs/kdca/50/219840/artclView.do,,감염병발생주보42주
감염병발생주보(CDWR) 41주,2003.10.20,2003,KDCA게시판,공지사항,Y,2,https://www.kdca.go.kr/bbs/kdca/50/219839/artclView.do,,감염병발생주보41주
2003-2004절기 사스 총괄지침_보건기관용,2003.10.14,2003,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227153/artclView.do,,20032004절기사스총괄지침보건기관용
감염병발생주보(CDWR) 40주,2003.10.13,2003,KDCA게시판,공지사항,Y,2,https://www.kdca.go.kr/bbs/kdca/50/219836/artclView.do,,감염병발생주보40주
감염병발생주보(CDWR) 39주,2003.10.06,2003,KDCA게시판,공지사항,Y,2,https://www.kdca.go.kr/bbs/kdca/50/219834/artclView.do,,감염병발생주보39주
감염병발생주보(CDWR)38주,2003.09.29,2003,KDCA게시판,공지사항,Y,2,https://www.kdca.go.kr/bbs/kdca/50/219831/artclView.do,,감염병발생주보38주
인플루엔자 표본감시 운영지침_2003,2003.09.26,2003,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227152/artclView.do,,인플루엔자표본감시운영지침2003
감염병발생주보(CDWR) 37주,2003.09.22,2003,KDCA게시판,공지사항,Y,2,https://www.kdca.go.kr/bbs/kdca/50/219826/artclView.do,,감염병발생주보37주
감염병 발생주보(CDWR) 36주,2003.09.16,2003,KDCA게시판,공지사항,Y,2,https://www.kdca.go.kr/bbs/kdca/50/219823/artclView.do,,감염병발생주보36주
감염병발생주보(CDWR) 35주,2003.09.08,2003,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/219820/artclView.do,,감염병발생주보35주
감염병발생주보(CDWR) 34주,2003.09.02,2003,KDCA게시판,공지사항,Y,2,https://www.kdca.go.kr/bbs/kdca/50/219818/artclView.do,,감염병발생주보34주
2003-2004 인플루엔자 관리지침,2003.08.27,2003,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227151/artclView.do,,20032004인플루엔자관리지침
감염병발생주보(CDWR) 33주,2003.08.25,2003,KDCA게시판,공지사항,Y,2,https://www.kdca.go.kr/bbs/kdca/50/219816/artclView.do,,감염병발생주보33주
감염병발생주보(CDWR) 32주,2003.08.19,2003,KDCA게시판,공지사항,Y,2,https://www.kdca.go.kr/bbs/kdca/50/219814/artclView.do,,감염병발생주보32주
감염병발생주보(CDWR) 31주,2003.08.12,2003,KDCA게시판,공지사항,Y,2,https://www.kdca.go.kr/bbs/kdca/50/219811/artclView.do,,감염병발생주보31주
웨스트나일바이러스감염증관리지침,2003.08.06,2003,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227150/artclView.do,,웨스트나일바이러스감염증관리지침
감염병발생주보(CDWR) 30주,2003.08.04,2003,KDCA게시판,공지사항,Y,2,https://www.kdca.go.kr/bbs/kdca/50/219810/artclView.do,,감염병발생주보30주
감염병발생주보(CDWR) 29주,2003.07.28,2003,KDCA게시판,공지사항,Y,2,https://www.kdca.go.kr/bbs/kdca/50/219808/artclView.do,,감염병발생주보29주
감염병발생주보(CDWR) 28주,2003.07.21,2003,KDCA게시판,공지사항,Y,2,https://www.kdca.go.kr/bbs/kdca/50/219806/artclView.do,,감염병발생주보28주
감염병발생주보(CDWR) 27주,2003.07.14,2003,KDCA게시판,공지사항,Y,2,https://www.kdca.go.kr/bbs/kdca/50/219804/artclView.do,,감염병발생주보27주
감염병 발생주보(CDWR) 26주,2003.07.07,2003,KDCA게시판,공지사항,Y,2,https://www.kdca.go.kr/bbs/kdca/50/219799/artclView.do,,감염병발생주보26주
감염병발생주보(CDWR) 25주,2003.06.30,2003,KDCA게시판,공지사항,Y,2,https://www.kdca.go.kr/bbs/kdca/50/219792/artclView.do,,감염병발생주보25주
감염병 발생주보(CDWR) 24주,2003.06.23,2003,KDCA게시판,공지사항,Y,2,https://www.kdca.go.kr/bbs/kdca/50/219785/artclView.do,,감염병발생주보24주
감염병 발생주보CDWR) 23주,2003.06.16,2003,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/219779/artclView.do,,감염병발생주보CDWR)23주
보건의료인 사스 접촉자 관리지침_0611,2003.06.11,2003,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/219775/artclView.do,,보건의료인사스접촉자관리지침0611
감염병 발생주보(CDWR)22주,2003.06.09,2003,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/219772/artclView.do,,감염병발생주보22주
감염병발생주보(CDWR)21주,2003.06.03,2003,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/219764/artclView.do,,감염병발생주보21주
감염병 발생주보(CDWR) 20주,2003.05.27,2003,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/219757/artclView.do,,감염병발생주보20주
감염병발생주보(CDWR) 18주,2003.05.13,2003,KDCA게시판,공지사항,Y,2,https://www.kdca.go.kr/bbs/kdca/50/219742/artclView.do,,감염병발생주보18주
감염병발생주보(CDWR) 17주,2003.05.06,2003,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/219735/artclView.do,,감염병발생주보17주
사스 관련 지침 및 업데이트 안내,2003.04.30,2003,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/219726/artclView.do,,사스관련지침업데이트
감염병발생주보(CDWR)16주,2003.04.28,2003,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/219723/artclView.do,,감염병발생주보16주
감염병발생주보(CDWR) 15주,2003.04.22,2003,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/219716/artclView.do,,감염병발생주보15주
감염병발생주보(CDWR) 14주,2003.04.14,2003,KDCA게시판,공지사항,,2,https://www.kdca.go.kr/bbs/kdca/50/219708/artclView.do,,감염병발생주보14주
감염병발생주보(CDWR) 13주,2003.04.07,2003,KDCA게시판,공지사항,Y,2,https://www.kdca.go.kr/bbs/kdca/50/219699/artclView.do,,감염병발생주보13주
감염병발생주보(CDWR) 12주,2003.04.01,2003,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/219691/artclView.do,,감염병발생주보12주
2003 성병관리지침,2003.03.24,2003,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227149/artclView.do,,2003성병관리지침
2003년 HIV/AIDS 관리지침,2003.03.24,2003,KDCA게시판,지침,,15,https://www.kdca.go.kr/bbs/kdca/55/227148/artclView.do,,HIV/AIDS관리지침
감염병 발생주보(CDWR) 11주,2003.03.24,2003,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/219682/artclView.do,,감염병발생주보11주
급성호흡기증후군 역학조사시 감염위험지역 사례정의 변경 안내,2003.03.20,2003,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/219677/artclView.do,,급성호흡기증후군역학조사시감염위험지역사례정의변경
급성호흡기증후군 관리지침,2003.03.18,2003,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/219672/artclView.do,https://www.kdca.go.kr/bbs/kdca/55/227147/artclView.do,급성호흡기증후군관리지침
감염병발생주보(CDWR) 10주 개요,2003.03.17,2003,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/219671/artclView.do,,감염병발생주보10주개요
감염병 발생주보(CDWR) 9주,2003.03.11,2003,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/219666/artclView.do,,감염병발생주보9주
2003년도 결핵관리지침,2003.03.05,2003,KDCA게시판+감염병포털,지침,,8,https://www.kdca.go.kr/bbs/kdca/55/227146/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710520674153&q_clsfNo=0,결핵관리지침
감염병발생정보(CDMR) 발간 안내-2003년2월호,2003.03.04,2003,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/219664/artclView.do,,감염병발생정보발간2월호
감염병발생주보(CDWR)8주,2003.03.03,2003,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/219663/artclView.do,,감염병발생주보8주
감염병 발생주보(CDWR)7주,2003.02.24,2003,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/219658/artclView.do,,감염병발생주보7주
2003 홍역 예방.관리(지침)자료,2003.02.22,2003,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227145/artclView.do,,2003홍역예방관리자료
2003 전염병관리지침,2003.02.21,2003,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227144/artclView.do,,2003전염병관리지침
감염병발생주보(CDWR) 6주,2003.02.17,2003,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/219655/artclView.do,,감염병발생주보6주
감염병발생주보(CDWR) 5주,2003.02.10,2003,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/219653/artclView.do,,감염병발생주보5주
일본 독감예방접종 후 사망자 관련 보도 참고사항,2003.02.08,2003,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/219652/artclView.do,,일본독감예방접종후사망자관련보도참고사항
감염병발생주보(CDWR) 4주,2003.02.04,2003,KDCA게시판,공지사항,,2,https://www.kdca.go.kr/bbs/kdca/50/219651/artclView.do,,감염병발생주보4주
수막구균성수막염 관리지침,2003.01.23,2003,KDCA게시판,지침,,3,https://www.kdca.go.kr/bbs/kdca/55/227143/artclView.do,,수막구균성수막염관리지침
수막구균성 수막염 관리지침 신규 제정,2003.01.21,2003,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/219649/artclView.do,,수막구균성수막염관리지침신규
감염병발생주보(CDWR) 2주,2003.01.20,2003,KDCA게시판,공지사항,,3,https://www.kdca.go.kr/bbs/kdca/50/219648/artclView.do,,감염병발생주보2주
03취학아동 MMR접종확인사업지침,2003.01.20,2003,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/219647/artclView.do,,03취학아동MMR접종확인사업지침
감염병발생주보(CDWR) 1주,2003.01.13,2003,KDCA게시판,공지사항,,2,https://www.kdca.go.kr/bbs/kdca/50/219642/artclView.do,,감염병발생주보1주
감염병발생주보(CDWR) 52주,2003.01.06,2003,KDCA게시판,공지사항,,2,https://www.kdca.go.kr/bbs/kdca/50/219641/artclView.do,,감염병발생주보52주
2003년 B형수직감염 예방사업안내 지침서,2002.12.30,2003,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/219639/artclView.do,,B형수직감염예방사업지침서
2002년 말라리아 관리지침,2019.03.13,2002,감염병포털,,,24,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20190313564801968&q_clsfNo=0,,말라리아관리지침
2002년 콜레라방역관리 지침,2018.07.10,2002,감염병포털,,Y,1,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710779201400&q_clsfNo=0,,콜레라방역관리지침
2002년 법정전염병진단기준,2018.07.10,2002,감염병포털,,Y,1,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710702157217&q_clsfNo=0,,법정전염병진단기준
2002년 수막구균성수막염 지침,2018.07.10,2002,감염병포털,,Y,1,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710566397522&q_clsfNo=0,,수막구균성수막염지침
감염병발생주보(CDWR) 51주,2002.12.30,2002,KDCA게시판,공지사항,,2,https://www.kdca.go.kr/bbs/kdca/50/219638/artclView.do,,감염병발생주보51주
감염병발생주보(CDWR) 50주,2002.12.26,2002,KDCA게시판,공지사항,,2,https://www.kdca.go.kr/bbs/kdca/50/219636/artclView.do,,감염병발생주보50주
감염병발생주보(CDWR) 49주,2002.12.17,2002,KDCA게시판,공지사항,,2,https://www.kdca.go.kr/bbs/kdca/50/219633/artclView.do,,감염병발생주보49주
감염병발생주보(CDWR) 45주,2002.11.18,2002,KDCA게시판,공지사항,,2,https://www.kdca.go.kr/bbs/kdca/50/219619/artclView.do,,감염병발생주보45주
감염병발생주보(CDWR) 44주,2002.11.11,2002,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/219618/artclView.do,,감염병발생주보44주
감염병발생주보(CDWR) 43주,2002.11.05,2002,KDCA게시판,공지사항,,2,https://www.kdca.go.kr/bbs/kdca/50/219617/artclView.do,,감염병발생주보43주
내부연구사업 선정 및 평가지침 개정 통보,2002.10.31,2002,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/219615/artclView.do,,내부연구사업선정평가지침통보
감염병발생주보(CDWR) 42주,2002.10.28,2002,KDCA게시판,공지사항,,2,https://www.kdca.go.kr/bbs/kdca/50/219614/artclView.do,,감염병발생주보42주
감염병발생주보(CDWR) 41주,2002.10.21,2002,KDCA게시판,공지사항,,2,https://www.kdca.go.kr/bbs/kdca/50/219613/artclView.do,,감염병발생주보41주
