게시판,artclId,제목,등록일,URL
공지사항,220638,유전자재조합실험지침 설명회 개최 안내,2007.09.05,https://www.kdca.go.kr/bbs/kdca/50/220638/artclView.do
공지사항,220634,"2007년 33주 감염병발생주보(CDWR) 국, 영문 발간안내",2007.08.29,https://www.kdca.go.kr/bbs/kdca/50/220634/artclView.do
공지사항,220632,"2007년 32주 감염병발생주보(CDWR) 국, 영문 발간안내",2007.08.24,https://www.kdca.go.kr/bbs/kdca/50/220632/artclView.do
공지사항,220624,"2007년 31주 감염병발생주보(CDWR) 국, 영문 발간안내",2007.08.17,https://www.kdca.go.kr/bbs/kdca/50/220624/artclView.do
공지사항,220619,"2007년 30주(7월보) 감염병발생주보(CDWR) 국, 영문 발간안내",2007.08.08,https://www.kdca.go.kr/bbs/kdca/50/220619/artclView.do
공지사항,220615,"2007년 29주 감염병발생주보(CDWR) 국, 영문 발간안내",2007.08.01,https://www.kdca.go.kr/bbs/kdca/50/220615/artclView.do
공지사항,220614,"2007년 28주 감염병발생주보(CDWR) 국, 영문 발간안내",2007.08.01,https://www.kdca.go.kr/bbs/kdca/50/220614/artclView.do
공지사항,220608,제1회 예방접종 사진수기 공모전 개최,2007.07.20,https://www.kdca.go.kr/bbs/kdca/50/220608/artclView.do
공지사항,220605,"2007년 27주 감염병발생주보(CDWR) 국, 영문 발간안내",2007.07.18,https://www.kdca.go.kr/bbs/kdca/50/220605/artclView.do
공지사항,220603,"감염병발생주보(CDWR) 국, 영문 2007년 26주(6월보) 발간안내",2007.07.12,https://www.kdca.go.kr/bbs/kdca/50/220603/artclView.do
지침,227214,2007년도 전국 역학조사담당자교육 발표자료,2007.07.10,https://www.kdca.go.kr/bbs/kdca/55/227214/artclView.do
공지사항,220600,"감염병발생주보(CDWR) 국, 영문 2007년 25주 발간안내",2007.07.09,https://www.kdca.go.kr/bbs/kdca/50/220600/artclView.do
공지사항,220599,"감염병발생주보(CDWR) 국, 영문 2007년 24주 발간안내",2007.07.09,https://www.kdca.go.kr/bbs/kdca/50/220599/artclView.do
지침,227213,전염병사업관리지침,2007.06.21,https://www.kdca.go.kr/bbs/kdca/55/227213/artclView.do
지침,227212,2007 전염병관리사업 지침,2007.06.21,https://www.kdca.go.kr/bbs/kdca/55/227212/artclView.do
공지사항,220589,"감염병발생주보(CDWR) 국, 영문 2007년 23주 발간안내",2007.06.19,https://www.kdca.go.kr/bbs/kdca/50/220589/artclView.do
지침,227211,국민건강영양조사 배너광고 자료입니다.,2007.06.15,https://www.kdca.go.kr/bbs/kdca/55/227211/artclView.do
공지사항,220586,"감염병발생주보(CDWR) 국, 영문 2007년 22주(5월보) 발간안내",2007.06.13,https://www.kdca.go.kr/bbs/kdca/50/220586/artclView.do
공지사항,220580,"감염병발생주보(CDWR) 국, 영문 2007년 21주 발간안내",2007.06.04,https://www.kdca.go.kr/bbs/kdca/50/220580/artclView.do
공지사항,220571,"감염병발생주보(CDWR) 국, 영문 2007년 19주 발간안내",2007.05.22,https://www.kdca.go.kr/bbs/kdca/50/220571/artclView.do
공지사항,220567,"감염병발생주보(CDWR) 국, 영문 2007년 18주 발간안내",2007.05.16,https://www.kdca.go.kr/bbs/kdca/50/220567/artclView.do
공지사항,220564,"감염병발생주보(CDWR) 국, 영문 2007년 17주 발간안내",2007.05.10,https://www.kdca.go.kr/bbs/kdca/50/220564/artclView.do
공지사항,220563,"감염병발생주보(CDWR) 국, 영문 2007년 16주 발간안내",2007.05.08,https://www.kdca.go.kr/bbs/kdca/50/220563/artclView.do
공지사항,220562,"감염병발생주보(CDWR) 국, 영문 2007년 15주 발간안내",2007.05.08,https://www.kdca.go.kr/bbs/kdca/50/220562/artclView.do
지침,227210,2007년도 공수병지침,2007.05.01,https://www.kdca.go.kr/bbs/kdca/55/227210/artclView.do
공지사항,220558,"감염병발생주보(CDWR) 국, 영문 2007년 14주 발간안내",2007.04.17,https://www.kdca.go.kr/bbs/kdca/50/220558/artclView.do
공지사항,220557,"감염병발생주보(CDWR) 국, 영문 2007년 13주(3월호) 발간안내",2007.04.13,https://www.kdca.go.kr/bbs/kdca/50/220557/artclView.do
공지사항,220556,"감염병발생주보(CDWR) 국, 영문 2007년 12주 발간안내",2007.04.13,https://www.kdca.go.kr/bbs/kdca/50/220556/artclView.do
지침,227209,2007년도 학술및전산용역사업 편람,2007.04.03,https://www.kdca.go.kr/bbs/kdca/55/227209/artclView.do
공지사항,220543,"감염병발생주보(CDWR) 국, 영문 2007년 11주 발간안내",2007.03.27,https://www.kdca.go.kr/bbs/kdca/50/220543/artclView.do
지침,227208,2007 성병관리지침,2007.03.26,https://www.kdca.go.kr/bbs/kdca/55/227208/artclView.do
공지사항,220541,"감염병발생주보(CDWR) 국, 영문 2007년 10주 발간안내",2007.03.21,https://www.kdca.go.kr/bbs/kdca/50/220541/artclView.do
공지사항,220535,『국가필수예방접종 보장범위 확대방안』공청회 개최,2007.03.21,https://www.kdca.go.kr/bbs/kdca/50/220535/artclView.do
지침,227207,한센사업지침,2007.03.20,https://www.kdca.go.kr/bbs/kdca/55/227207/artclView.do
지침,227206,2007 HIV/AIDS 관리지침,2007.03.20,https://www.kdca.go.kr/bbs/kdca/55/227206/artclView.do
지침,227205,2007 결핵관리지침,2007.03.19,https://www.kdca.go.kr/bbs/kdca/55/227205/artclView.do
공지사항,220532,"감염병발생주보(CDWR) 국, 영문 2007년 9주(2월호) 발간안내",2007.03.12,https://www.kdca.go.kr/bbs/kdca/50/220532/artclView.do
공지사항,220531,"감염병발생주보(CDWR) 국, 영문 2007년 8주 발간안내",2007.03.12,https://www.kdca.go.kr/bbs/kdca/50/220531/artclView.do
서식,228334,홍역 면역도 조사 지침 및 보건소 면역도 조사관리 카드 양식,2007.03.09,https://www.kdca.go.kr/bbs/kdca/57/228334/artclView.do
공지사항,220522,"감염병발생주보(CDWR) 국, 영문 2007년 7주 발간안내",2007.02.26,https://www.kdca.go.kr/bbs/kdca/50/220522/artclView.do
공지사항,220514,"감염병발생주보(CDWR) 국, 영문 2007년 6주 발간안내",2007.02.20,https://www.kdca.go.kr/bbs/kdca/50/220514/artclView.do
공지사항,220513,"감염병발생주보(CDWR) 국, 영문 2007년 5주(1월호) 발간안내",2007.02.12,https://www.kdca.go.kr/bbs/kdca/50/220513/artclView.do
공지사항,220508,"감염병발생주보(CDWR) 국, 영문 2007년 4주 발간안내",2007.02.05,https://www.kdca.go.kr/bbs/kdca/50/220508/artclView.do
지침,227204,수인성식품매개역학조사지침,2007.01.31,https://www.kdca.go.kr/bbs/kdca/55/227204/artclView.do
공지사항,220503,"감염병발생주보(CDWR) 국, 영문 2007년 3주 발간안내",2007.01.31,https://www.kdca.go.kr/bbs/kdca/50/220503/artclView.do
지침,227203,수인성 식품매개 역학조사 지침,2007.01.29,https://www.kdca.go.kr/bbs/kdca/55/227203/artclView.do
서식,228333,수인성 식품매개 역학조사서,2007.01.25,https://www.kdca.go.kr/bbs/kdca/57/228333/artclView.do
공지사항,220496,"감염병발생주보(CDWR) 국, 영문 2007년 2주 발간안내",2007.01.25,https://www.kdca.go.kr/bbs/kdca/50/220496/artclView.do
공지사항,220495,"감염병발생주보(CDWR) 국, 영문 2007년 1주 발간안내",2007.01.22,https://www.kdca.go.kr/bbs/kdca/50/220495/artclView.do
공지사항,220487,"감염병발생주보(CDWR) 국, 영문 52주(12월호) 발간안내",2007.01.12,https://www.kdca.go.kr/bbs/kdca/50/220487/artclView.do
공지사항,220484,"감염병발생주보(CDWR) 국, 영문 51주 발간안내",2007.01.04,https://www.kdca.go.kr/bbs/kdca/50/220484/artclView.do
서식,228332,AI 인체감염 위험군 역학조사 자료입력 DB 양식,2007.01.03,https://www.kdca.go.kr/bbs/kdca/57/228332/artclView.do
공지사항,220481,"감염병발생주보(CDWR) 국, 영문 50주 발간안내",2007.01.02,https://www.kdca.go.kr/bbs/kdca/50/220481/artclView.do
공지사항,220480,"감염병발생주보(CDWR) 국, 영문 49주 발간안내",2007.01.02,https://www.kdca.go.kr/bbs/kdca/50/220480/artclView.do
공지사항,220479,실험실생물안전지침 발간,2006.12.28,https://www.kdca.go.kr/bbs/kdca/50/220479/artclView.do
서식,228331,전염병 역학조사서 양식,2006.12.26,https://www.kdca.go.kr/bbs/kdca/57/228331/artclView.do
공지사항,220476,"감염병발생주보(CDWR) 국, 영문 48주(11월보) 발간안내",2006.12.15,https://www.kdca.go.kr/bbs/kdca/50/220476/artclView.do
지침,227202,전염병병원체 검사 보존 및 관리 규정 전부개정고시(개정공포),2006.12.12,https://www.kdca.go.kr/bbs/kdca/55/227202/artclView.do
공지사항,220471,"감염병발생주보(CDWR) 국, 영문 47주 발간안내",2006.12.08,https://www.kdca.go.kr/bbs/kdca/50/220471/artclView.do
지침,227201,비교위험도 및 신뢰구간 계산법 (엑셀활용),2006.12.06,https://www.kdca.go.kr/bbs/kdca/55/227201/artclView.do
공지사항,220470,한국인유전체역학조사사업 결과보고회,2006.12.06,https://www.kdca.go.kr/bbs/kdca/50/220470/artclView.do
공지사항,220469,"감염병발생주보(CDWR) 국, 영문 46주 발간안내",2006.12.04,https://www.kdca.go.kr/bbs/kdca/50/220469/artclView.do
공지사항,220463,"감염병발생주보(CDWR) 국, 영문 45주 발간안내",2006.11.28,https://www.kdca.go.kr/bbs/kdca/50/220463/artclView.do
지침,227200,2006조류인플루엔자 인체감염 예방 및 관리지침,2006.11.25,https://www.kdca.go.kr/bbs/kdca/55/227200/artclView.do
지침,227199,2006 조류인플루엔자 인체감염 예방 및 관리지침,2006.11.25,https://www.kdca.go.kr/bbs/kdca/55/227199/artclView.do
지침,227198,전염병의진단기준일부개정고시(개정공포),2006.11.21,https://www.kdca.go.kr/bbs/kdca/55/227198/artclView.do
공지사항,220458,"감염병발생주보(CDWR) 국, 영문 44주 발간안내",2006.11.20,https://www.kdca.go.kr/bbs/kdca/50/220458/artclView.do
공지사항,220457,"감염병발생주보(CDWR) 국, 영문 43주(10월보) 발간안내",2006.11.20,https://www.kdca.go.kr/bbs/kdca/50/220457/artclView.do
공지사항,220453,"감염병발생주보(CDWR) 국, 영문 42주 발간안내",2006.11.09,https://www.kdca.go.kr/bbs/kdca/50/220453/artclView.do
공지사항,220448,"감염병발생주보(CDWR) 국, 영문 41주 발간안내",2006.10.31,https://www.kdca.go.kr/bbs/kdca/50/220448/artclView.do
공지사항,220447,"감염병발생주보(CDWR) 국, 영문 40주 발간안내",2006.10.26,https://www.kdca.go.kr/bbs/kdca/50/220447/artclView.do
공지사항,220443,"감염병발생주보(CDWR) 국, 영문 39주(9월보) 발간안내",2006.10.20,https://www.kdca.go.kr/bbs/kdca/50/220443/artclView.do
공지사항,220442,"감염병발생주보(CDWR) 국, 영문 38주 발간안내",2006.10.20,https://www.kdca.go.kr/bbs/kdca/50/220442/artclView.do
공지사항,220430,"감염병발생주보(CDWR) 국, 영문 37주 발간안내",2006.10.02,https://www.kdca.go.kr/bbs/kdca/50/220430/artclView.do
공지사항,220426,"감염병발생주보(CDWR) 국, 영문 36주 발간안내",2006.09.25,https://www.kdca.go.kr/bbs/kdca/50/220426/artclView.do
지침,227197,2006 수두관리지침,2006.09.21,https://www.kdca.go.kr/bbs/kdca/55/227197/artclView.do
공지사항,220424,"감염병발생주보(CDWR) 국, 영문 35주(8월보) 발간안내",2006.09.20,https://www.kdca.go.kr/bbs/kdca/50/220424/artclView.do
공지사항,220417,"감염병발생주보(CDWR) 국, 영문 34주 발간안내",2006.09.11,https://www.kdca.go.kr/bbs/kdca/50/220417/artclView.do
공지사항,220414,"감염병발생주보(CDWR) 국, 영문 33주 발간안내",2006.09.04,https://www.kdca.go.kr/bbs/kdca/50/220414/artclView.do
공지사항,220410,"감염병발생주보(CDWR) 국, 영문 32주 발간안내",2006.08.24,https://www.kdca.go.kr/bbs/kdca/50/220410/artclView.do
공지사항,220407,"감염병발생주보(CDWR) 국, 영문 31주 발간안내",2006.08.18,https://www.kdca.go.kr/bbs/kdca/50/220407/artclView.do
공지사항,220406,"감염병발생주보(CDWR) 국, 영문 30주(7월보) 발간안내",2006.08.17,https://www.kdca.go.kr/bbs/kdca/50/220406/artclView.do
공지사항,220405,"감염병발생주보(CDWR) 국, 영문 29주 발간안내",2006.08.17,https://www.kdca.go.kr/bbs/kdca/50/220405/artclView.do
공지사항,220392,"감염병발생주보(CDWR) 국, 영문 28주 발간안내",2006.07.28,https://www.kdca.go.kr/bbs/kdca/50/220392/artclView.do
공지사항,220389,"감염병발생주보(CDWR) 국, 영문 27주 발간안내",2006.07.25,https://www.kdca.go.kr/bbs/kdca/50/220389/artclView.do
공지사항,220387,"감염병발생주보(CDWR) 국, 영문 26주(6월보) 발간안내",2006.07.18,https://www.kdca.go.kr/bbs/kdca/50/220387/artclView.do
공지사항,220384,"감염병발생주보(CDWR) 국, 영문 25주 발간안내",2006.07.10,https://www.kdca.go.kr/bbs/kdca/50/220384/artclView.do
지침,227196,(1)브루셀라증 실태조사 수행지침 (2)교육자료 (3)참여동의서,2006.07.07,https://www.kdca.go.kr/bbs/kdca/55/227196/artclView.do
공지사항,220381,"감염병발생주보(CDWR) 국, 영문 24주 발간안내",2006.07.04,https://www.kdca.go.kr/bbs/kdca/50/220381/artclView.do
공지사항,220379,"감염병발생주보(CDWR) 국, 영문 23주 발간안내",2006.07.03,https://www.kdca.go.kr/bbs/kdca/50/220379/artclView.do
지침,227195,예방접종의실시기준및방법일부개정고시,2006.06.27,https://www.kdca.go.kr/bbs/kdca/55/227195/artclView.do
지침,227194,전염병의진단기준일부개정고시,2006.06.27,https://www.kdca.go.kr/bbs/kdca/55/227194/artclView.do
지침,227193,지정전염병등의종류일부개정고시,2006.06.27,https://www.kdca.go.kr/bbs/kdca/55/227193/artclView.do
공지사항,220376,예방접종의실시기준및방법일부개정고시,2006.06.27,https://www.kdca.go.kr/bbs/kdca/50/220376/artclView.do
공지사항,220375,(1)지정전염병등의종류일부개정고시 (2)전염병의진단기준일부개정고시 (3)예방접종의실시기준및방법일부개정고시,2006.06.27,https://www.kdca.go.kr/bbs/kdca/50/220375/artclView.do
서식,228330,특정수혈부작용 신고 양식(혈액관리법 별지8호 서식),2006.06.21,https://www.kdca.go.kr/bbs/kdca/57/228330/artclView.do
공지사항,220371,"감염병발생주보(CDWR) 22주(5월보) 국,영문 발간안내",2006.06.20,https://www.kdca.go.kr/bbs/kdca/50/220371/artclView.do
지침,227192,2006년 한센 사업 지침,2006.06.16,https://www.kdca.go.kr/bbs/kdca/55/227192/artclView.do
공지사항,220367,"감염병발생주보(CDWR) 국,영문 21주 발간안내",2006.06.15,https://www.kdca.go.kr/bbs/kdca/50/220367/artclView.do
지침,227191,2006년 한센관리지침,2006.06.13,https://www.kdca.go.kr/bbs/kdca/55/227191/artclView.do
공지사항,220358,"감염병발생주보(CDWR) 국,영문 20주 발간안내",2006.06.01,https://www.kdca.go.kr/bbs/kdca/50/220358/artclView.do
공지사항,220357,"감염병발생주보(CDWR) 국,영문 19주 발간안내",2006.06.01,https://www.kdca.go.kr/bbs/kdca/50/220357/artclView.do
지침,227190,2006년도 HIV/AIDS관리지침,2006.05.29,https://www.kdca.go.kr/bbs/kdca/55/227190/artclView.do
지침,227189,2006년도 성병관리지침,2006.05.29,https://www.kdca.go.kr/bbs/kdca/55/227189/artclView.do
지침,227188,2006년 크로이츠펠트-야콥병 표본감시 관리지침,2006.05.29,https://www.kdca.go.kr/bbs/kdca/55/227188/artclView.do
지침,227187,2006년도 HIV/AIDS관리지침,2006.05.26,https://www.kdca.go.kr/bbs/kdca/55/227187/artclView.do
지침,227186,2006년도 성병관리지침,2006.05.26,https://www.kdca.go.kr/bbs/kdca/55/227186/artclView.do
공지사항,220353,"감염병발생주보(CDWR) 국, 영문 18주 발간안내",2006.05.26,https://www.kdca.go.kr/bbs/kdca/50/220353/artclView.do
지침,227185,2006년도 전염병관리사업지침,2006.05.23,https://www.kdca.go.kr/bbs/kdca/55/227185/artclView.do
공지사항,220345,"감염병발생주보(CDWR) 국,영문 17주(4월보) 발간안내",2006.05.12,https://www.kdca.go.kr/bbs/kdca/50/220345/artclView.do
공지사항,220342,"감염병발생주보(CDWR) 국, 영문 16주 발간안내",2006.05.10,https://www.kdca.go.kr/bbs/kdca/50/220342/artclView.do
공지사항,220338,"감염병발생주보(CDWR) 국, 영문 15주 발간안내",2006.05.02,https://www.kdca.go.kr/bbs/kdca/50/220338/artclView.do
공지사항,220332,"감염병발생주보(CDWR) 국, 영문 14주 발간안내",2006.04.20,https://www.kdca.go.kr/bbs/kdca/50/220332/artclView.do
공지사항,220331,"감염병발생주보(CDWR) 국, 영문 13주(3월보) 발간안내",2006.04.17,https://www.kdca.go.kr/bbs/kdca/50/220331/artclView.do
공지사항,220323,"감염병발생주보(CDWR) 국, 영문 12주 발간안내",2006.04.06,https://www.kdca.go.kr/bbs/kdca/50/220323/artclView.do
공지사항,220320,감염병발생주보(CDWR) 11주 발간안내,2006.03.28,https://www.kdca.go.kr/bbs/kdca/50/220320/artclView.do
지침,227184,2006년 홍역감시관리지침,2006.03.23,https://www.kdca.go.kr/bbs/kdca/55/227184/artclView.do
공지사항,220311,감염병발생주보(CDWR) 10주 발간안내,2006.03.23,https://www.kdca.go.kr/bbs/kdca/50/220311/artclView.do
지침,227183,2006년도 결핵관리지침,2006.03.20,https://www.kdca.go.kr/bbs/kdca/55/227183/artclView.do
공지사항,220305,감염병발생주보(CDWR) 9주 발간안내,2006.03.17,https://www.kdca.go.kr/bbs/kdca/50/220305/artclView.do
공지사항,220304,감염병발생주보(CDWR) 8주(2월보) 발간안내,2006.03.16,https://www.kdca.go.kr/bbs/kdca/50/220304/artclView.do
지침,227182,2006년 결핵관리지침,2006.03.06,https://www.kdca.go.kr/bbs/kdca/55/227182/artclView.do
공지사항,220293,감염병발생주보(CDWR) 7주 발간안내,2006.03.06,https://www.kdca.go.kr/bbs/kdca/50/220293/artclView.do
공지사항,220287,감염병발생주보(CDWR) 6주 발간안내,2006.03.03,https://www.kdca.go.kr/bbs/kdca/50/220287/artclView.do
지침,227181,2006년도 학술 및 전산용역사업 편람,2006.02.23,https://www.kdca.go.kr/bbs/kdca/55/227181/artclView.do
공지사항,220271,감염병발생주보(CDWR) 5주 발간안내,2006.02.15,https://www.kdca.go.kr/bbs/kdca/50/220271/artclView.do
공지사항,220261,감염병발생주보(CDWR) 4주(2006년 1월보) 발간안내,2006.02.07,https://www.kdca.go.kr/bbs/kdca/50/220261/artclView.do
공지사항,220258,감염병발생주보(CDWR) 3주 발간안내,2006.02.02,https://www.kdca.go.kr/bbs/kdca/50/220258/artclView.do
공지사항,220253,감염병발생주보(CDWR) 2주 발간안내,2006.01.26,https://www.kdca.go.kr/bbs/kdca/50/220253/artclView.do
공지사항,220249,감염병발생주보(CDWR) 2006년 1주 발간안내,2006.01.18,https://www.kdca.go.kr/bbs/kdca/50/220249/artclView.do
공지사항,220244,감염병발생주보(CDWR) 53주(월보) 발간안내,2006.01.12,https://www.kdca.go.kr/bbs/kdca/50/220244/artclView.do
공지사항,220243,감염병 연구분야 용역사업 과제 수요조사,2006.01.12,https://www.kdca.go.kr/bbs/kdca/50/220243/artclView.do
공지사항,220236,감염병발생주보(CDWR) 52주 발간안내,2006.01.03,https://www.kdca.go.kr/bbs/kdca/50/220236/artclView.do
공지사항,220234,감염병발생주보(CDWR) 51주 발간안내,2005.12.28,https://www.kdca.go.kr/bbs/kdca/50/220234/artclView.do
공지사항,220230,감염병발생주보(CDWR) 50주 발간안내,2005.12.20,https://www.kdca.go.kr/bbs/kdca/50/220230/artclView.do
공지사항,220227,감염병발생주보(CDWR) 49주(월보) 발간안내,2005.12.15,https://www.kdca.go.kr/bbs/kdca/50/220227/artclView.do
공지사항,220216,감염병발생주보(CDWR) 47주 발간안내,2005.11.30,https://www.kdca.go.kr/bbs/kdca/50/220216/artclView.do
공지사항,220201,감염병발생주보(CDWR) 45주 발간안내,2005.11.15,https://www.kdca.go.kr/bbs/kdca/50/220201/artclView.do
공지사항,220198,감염병발생주보(CDWR) 44주(월보) 발간안내,2005.11.08,https://www.kdca.go.kr/bbs/kdca/50/220198/artclView.do
공지사항,220188,조류인플루엔자 인체감염 예방 및 관리지침,2005.11.02,https://www.kdca.go.kr/bbs/kdca/50/220188/artclView.do
공지사항,220186,감염병발생주보(CDWR) 43주 발간안내,2005.11.01,https://www.kdca.go.kr/bbs/kdca/50/220186/artclView.do
공지사항,220185,감염병발생주보(CDWR) 42주 발간안내,2005.10.27,https://www.kdca.go.kr/bbs/kdca/50/220185/artclView.do
지침,227180,조류인플루엔자 인체감염 예방 및 관리지침,2005.10.18,https://www.kdca.go.kr/bbs/kdca/55/227180/artclView.do
공지사항,220175,조류인플루엔자 인체감염 예방 및 관리지침 자료실 업로드 안내,2005.10.18,https://www.kdca.go.kr/bbs/kdca/50/220175/artclView.do
지침,227179,2005년 HIV/AIDS 관리지침,2005.10.17,https://www.kdca.go.kr/bbs/kdca/55/227179/artclView.do
공지사항,220174,05년도 가을철발열성질환 관리지침 및 HIV/AIDS 관리지침 자료실 업로드,2005.10.17,https://www.kdca.go.kr/bbs/kdca/50/220174/artclView.do
공지사항,220173,감염병발생주보(CDWR) 41주 발간안내,2005.10.17,https://www.kdca.go.kr/bbs/kdca/50/220173/artclView.do
공지사항,220168,감염병발생주보(CDWR) 40주(월보) 발간안내,2005.10.10,https://www.kdca.go.kr/bbs/kdca/50/220168/artclView.do
공지사항,220167,감염병발생주보(CDWR) 39주 발간안내,2005.10.06,https://www.kdca.go.kr/bbs/kdca/50/220167/artclView.do
공지사항,220164,감염병발생주보(CDWR) 38주 발간안내,2005.09.28,https://www.kdca.go.kr/bbs/kdca/50/220164/artclView.do
지침,227178,2005년 비브리오패혈증 관리지침,2005.09.22,https://www.kdca.go.kr/bbs/kdca/55/227178/artclView.do
공지사항,220160,감염병발생주보(CDWR) 37주 발간안내,2005.09.21,https://www.kdca.go.kr/bbs/kdca/50/220160/artclView.do
공지사항,220155,감염병발생주보(CDWR) 36주(월보) 발간안내,2005.09.13,https://www.kdca.go.kr/bbs/kdca/50/220155/artclView.do
공지사항,220152,감염병발생주보(CDWR) 35주 발간안내,2005.09.06,https://www.kdca.go.kr/bbs/kdca/50/220152/artclView.do
공지사항,220149,감염병발생주보(CDWR) 34주 발간안내,2005.08.29,https://www.kdca.go.kr/bbs/kdca/50/220149/artclView.do
공지사항,220145,감염병발생주보(CDWR) 33주 발간안내,2005.08.24,https://www.kdca.go.kr/bbs/kdca/50/220145/artclView.do
공지사항,220139,감염병발생주보(CDWR) 32주 발간안내,2005.08.16,https://www.kdca.go.kr/bbs/kdca/50/220139/artclView.do
공지사항,220138,감염병발생주보(CDWR) 31주(월보) 발간안내,2005.08.08,https://www.kdca.go.kr/bbs/kdca/50/220138/artclView.do
공지사항,220130,감염병발생주보(CDWR) 30주 발간안내,2005.08.01,https://www.kdca.go.kr/bbs/kdca/50/220130/artclView.do
공지사항,220129,감염병발생주보(CDWR) 29주 발간안내,2005.08.01,https://www.kdca.go.kr/bbs/kdca/50/220129/artclView.do
서식,228329,2005년 보건소 등록결핵환자(재치료) 외래의료비 지원사업 지침,2005.07.20,https://www.kdca.go.kr/bbs/kdca/57/228329/artclView.do
공지사항,220123,감염병발생주보(CDWR) 28주 발간안내,2005.07.18,https://www.kdca.go.kr/bbs/kdca/50/220123/artclView.do
공지사항,220117,감염병발생주보(CDWR) 27주 발간안내,2005.07.12,https://www.kdca.go.kr/bbs/kdca/50/220117/artclView.do
공지사항,220115,감염병발생주보(CDWR) 26주 발간안내,2005.07.06,https://www.kdca.go.kr/bbs/kdca/50/220115/artclView.do
공지사항,220114,예방접종관련 연구과제 수요조사,2005.07.04,https://www.kdca.go.kr/bbs/kdca/50/220114/artclView.do
공지사항,220112,예방접종 안전관리 전문 사이트 오픈,2005.07.01,https://www.kdca.go.kr/bbs/kdca/50/220112/artclView.do
공지사항,220111,「국가필수예방접종 보장범위 확대 시범사업」개시 안내,2005.07.01,https://www.kdca.go.kr/bbs/kdca/50/220111/artclView.do
공지사항,220110,2004년 감염병역학조사보고서 발간 안내,2005.06.30,https://www.kdca.go.kr/bbs/kdca/50/220110/artclView.do
공지사항,220107,감염병발생주보(CDWR) 25주 발간안내,2005.06.27,https://www.kdca.go.kr/bbs/kdca/50/220107/artclView.do
공지사항,220106,감염병발생주보(CDWR) 24주 발간안내,2005.06.27,https://www.kdca.go.kr/bbs/kdca/50/220106/artclView.do
공지사항,220101,감염병발생주보(CDWR) 24주 발간안내,2005.06.22,https://www.kdca.go.kr/bbs/kdca/50/220101/artclView.do
공지사항,220096,감염병발생주보(CDWR) 23주 발간안내,2005.06.15,https://www.kdca.go.kr/bbs/kdca/50/220096/artclView.do
공지사항,220091,감염병발생주보(CDWR) 22주 발간안내,2005.06.07,https://www.kdca.go.kr/bbs/kdca/50/220091/artclView.do
공지사항,220089,감염병발생주보(CDWR) 21주 발간안내,2005.05.30,https://www.kdca.go.kr/bbs/kdca/50/220089/artclView.do
공지사항,220085,감염병발생주보(CDWR) 20주 발간안내,2005.05.23,https://www.kdca.go.kr/bbs/kdca/50/220085/artclView.do
지침,227177,내부연구사업선정 및 평가지침,2005.05.17,https://www.kdca.go.kr/bbs/kdca/55/227177/artclView.do
지침,227176,디자인 통합 관리지침서,2005.05.17,https://www.kdca.go.kr/bbs/kdca/55/227176/artclView.do
공지사항,220078,감염병발생주보(CDWR) 19주 발간안내,2005.05.17,https://www.kdca.go.kr/bbs/kdca/50/220078/artclView.do
공지사항,220072,2005년 4월 감염병발생정보(CDMR) 발간,2005.05.09,https://www.kdca.go.kr/bbs/kdca/50/220072/artclView.do
공지사항,220071,감염병발생주보(CDWR) 18주 발간안내,2005.05.09,https://www.kdca.go.kr/bbs/kdca/50/220071/artclView.do
지침,227175,공무원 행동강령,2005.05.07,https://www.kdca.go.kr/bbs/kdca/55/227175/artclView.do
지침,227174,학술 및 전산용역사업편람(2005년도)),2005.05.07,https://www.kdca.go.kr/bbs/kdca/55/227174/artclView.do
지침,227173,학술 및 전산용역사업편람(2004년도),2005.05.07,https://www.kdca.go.kr/bbs/kdca/55/227173/artclView.do
지침,227172,2004년도 학술 및 전산용역사업 편람,2005.05.07,https://www.kdca.go.kr/bbs/kdca/55/227172/artclView.do
지침,227171,2003년도 학술 및 전산용역사업 편람,2005.05.07,https://www.kdca.go.kr/bbs/kdca/55/227171/artclView.do
지침,227170,국외출장연수정보 웹사이트 안내,2005.05.07,https://www.kdca.go.kr/bbs/kdca/55/227170/artclView.do
지침,227169,과기부카드제지침개정입니다.,2005.05.07,https://www.kdca.go.kr/bbs/kdca/55/227169/artclView.do
지침,227168,[훈령]보건복지정보화추진규정중개정,2005.05.07,https://www.kdca.go.kr/bbs/kdca/55/227168/artclView.do
지침,227167,법정전염 병 실험실 진단지침,2005.05.07,https://www.kdca.go.kr/bbs/kdca/55/227167/artclView.do
지침,227166,기술훈련생위탁수련에관한규정,2005.05.07,https://www.kdca.go.kr/bbs/kdca/55/227166/artclView.do
서식,228328,청렴계약이행을 위한 입찰 특별유의서,2005.05.07,https://www.kdca.go.kr/bbs/kdca/57/228328/artclView.do
서식,228327,HIV항체검사실적보고양식,2005.05.07,https://www.kdca.go.kr/bbs/kdca/57/228327/artclView.do
서식,228326,청렴계약이행을 위한 입찰 특별유의서,2005.05.07,https://www.kdca.go.kr/bbs/kdca/57/228326/artclView.do
서식,228325,플로터 사용 신청서,2005.05.07,https://www.kdca.go.kr/bbs/kdca/57/228325/artclView.do
서식,228324,시ㆍ도 보건환경연구원 사업실적 보고양식,2005.05.07,https://www.kdca.go.kr/bbs/kdca/57/228324/artclView.do
